nome,famiglia,quartiere,nobile,cerchio
Francesco del fu Sigerio Grasso,Grasso,kinzica,No,C3
Francesco del fu Ugolino Buonconti,Bonconti,foriporta,No,C3
Francesco del fu ser Gerardo da Castello Anselmi,nan,,No,C3
Francesco di Albissello del Rosso,del Rosso,foriporta,No,C3
Francesco di Andrea Alliata,Alliata,foriporta,No,C3
Francesco di Bacciameo di Paolo,nan,kinzica,No,C3
Francesco di Benedetto da San Casciano,da San Casciano,medio,No,C3
Francesco di Bergo da Pogiano,nan,,No,C3
Francesco di Bettino Vessi,nan,kinzica,No,C3
Francesco di Bonagiunta Carini da Marciana,nan,,No,C3
Francesco di Bonavita da Cascina,da Cascina,kinzica,No,C3
Francesco di Cello,nan,foriporta,No,C3
Francesco di Ciano,nan,ponte,No,C3
Francesco di Cino,nan,foriporta,No,C3
Francesco di Cola Facche,nan,foriporta,No,C3
Francesco di Coscio Gambacorta,Gambacorta,kinzica,No,C3
Francesco di Coscio di Ranieri,nan,foriporta,No,C3
Francesco di Dato,nan,kinzica,No,C3
Francesco di Enrico del Pattieri,nan,,No,C3
Francesco di Gaddo da San Casciano,da San Casciano,medio,No,C3
Francesco di Giovanni Chelli,nan,foriporta,No,C3
Francesco di Giovanni Grasso,Grasso,medio,No,C3
Francesco di Giovanni Griffi,Griffi,foriporta,No,C3
Francesco di Giovanni di Pancaldo,nan,foriporta,No,C3
Francesco di Giovanni di Rodolfo,nan,kinzica,No,C3
Francesco di Iacopo da Burgo,nan,,No,C3
Francesco di Lapo Griffi,Griffi,foriporta,No,C3
Francesco di Leone,nan,kinzica,No,C3
Francesco di Mannellino,nan,ponte,No,C3
Francesco di Manno,nan,kinzica,No,C3
Francesco di Marco,nan,ponte,No,C3
Francesco di Michele Canneti,nan,foriporta,No,C3
Francesco di Michele de Seta,de Seta,medio,No,C3
Francesco di Nerio,nan,ponte,No,C3
Francesco di Nerio Bambaroccio,nan,medio,No,C3
Francesco di Nerio di Ferrante,nan,kinzica,No,C3
Francesco di Pace,nan,foriporta,No,C3
Francesco di Pacino,nan,kinzica,No,C3
Francesco di Piero Bandini,nan,foriporta,No,C3
Francesco di Piero detto Maddalena,nan,ponte,No,C3
Francesco di Piero di Nocchio,nan,foriporta,No,C3
Francesco di Puccino,nan,foriporta,No,C3
Francesco di Ruffino,nan,foriporta,No,C3
Francesco di Ser Ciali,nan,kinzica,No,C3
Francesco di Ser Framuccio,nan,medio,No,C3
Francesco di Ser Gerio,nan,ponte,No,C3
Francesco di Ser Giunta da Cascina,da Cascina,kinzica,No,C3
Francesco di Ser Lapo Griffi,Griffi,foriporta,No,C3
Francesco di Ser Piero Bandini,nan,foriporta,No,C3
Francesco di Ser Simone,nan,ponte,No,C3
Francesco di Ser Villani,nan,medio,No,C3
Francesco di Tinuccio,nan,foriporta,No,C3
Francesco di Tone,nan,foriporta,No,C3
Francesco di Vanni di Donnaccio,nan,foriporta,No,C3
Franciscus f. Ser Blasii Clavelli not. et s.,nan,,No,C3
Franco di Ciano Scorcialupi,Scorcialupi,ponte,No,C3
Frediano Baronti,nan,medio,No,C3
Frediano di Iacopo,nan,medio,No,C3
Frediano di Tino,nan,ponte,No,C3
Gabriele del fu Iacopo Melani,nan,ponte,No,C3
Gaddo Cilla,nan,foriporta,No,C3
Gaddo Talenti,nan,foriporta,No,C3
Gaddo da Cascina,nan,kinzica,No,C3
Gaddo di Ranieri,nan,medio,No,C3
Gaetano da Campo,da Campo,foriporta,No,C3
Gallo di Stefano,nan,foriporta,No,C3
Gante di Giovanni Cavalcanti,nan,ponte,No,C3
Gaspare Bugliafava,nan,ponte,No,C3
Gaspare Zoppo,Zoppo,ponte,No,C3
Gaspare di Piero,nan,medio,No,C3
Gerardo Centolivre,nan,foriporta,No,C3
Gerardo Grassi,Grasso,kinzica,No,C3
Gerardo Macigna,Macigna,ponte,No,C3
Gerardo Sampante,Sampante,medio,No,C3
Gerardo del fu Cola Alliata,Alliata,foriporta,No,C3
Gerardo di Andrea,nan,kinzica,No,C3
Gerardo di Banduccio Scaficcio,nan,ponte,No,C3
Gerardo di Bartolomeo Grassolini,Grassolini,foriporta,No,C3
Gerardo di Bernardo di Ser Leone,nan,kinzica,No,C3
Gerardo di Betto,nan,medio,No,C3
Gerardo di Dino,nan,kinzica,No,C3
Gerardo di Giovanni,nan,medio,No,C3
Gerardo di Giovanni di Sasso da Vico,nan,,No,C3
Gerardo di Giuntino,nan,medio,No,C3
Gerardo di Lorenzo di Ugo,nan,kinzica,No,C3
Gerardo di Nerio Alliata,Alliata,foriporta,No,C3
Gerardo di Nicola Bonconti,Bonconti,kinzica,No,C3
Gerardo di Ser Ciano Scorcialupi,Scorcialupi,ponte,No,C3
Gerardo di Ser Meo,nan,foriporta,No,C3
Gerardo di Stefano,nan,ponte,No,C3
Gerardus Salimbenis Amoris mortuus est in offitio die XVI iulii et loco eius electus est die XVI iulii pro tempore finiendo In kal. sept. Fatius Gaddi Patroculus.,nan,foriporta,No,C3
Gerardus olim Francisci Puccini not. et s.,nan,,No,C3
Germano di Ricco,nan,foriporta,No,C3
Ghele di Gante,nan,medio,No,C3
Ghelino di Ceo di Lante,nan,medio,No,C3
Ghellino di Gardo,nan,ponte,No,C3
Gheluccio di Viviani,nan,kinzica,No,C3
Gherio di Ser Andrea,nan,medio,No,C3
Ghiaruccio di Mone,nan,kinzica,No,C3
Giano Del Magrino,nan,foriporta,No,C3
Gilio del fu Cecco,nan,ponte,No,C3
Gino di Lippo Alliata,Alliata,foriporta,No,C3
Giordano Guitto,nan,medio,No,C3
Giorgio di Cecco,nan,ponte,No,C3
Giorgio di Lapo,nan,kinzica,No,C3
Giorgio di Ser Guido,nan,ponte,No,C3
Giovanni Balduari di San Lorenzo in Piazza,nan,,No,C3
Giovanni Bandini de Gello,nan,,No,C3
Giovanni Baruccio,nan,kinzica,No,C3
Giovanni Bolgarucci,nan,ponte,No,C3
Giovanni Bonconti,Bonconti,kinzica,No,C3
Giovanni Bonincontri,nan,kinzica,No,C3
Giovanni Borromei,nan,kinzica,No,C3
Giovanni Cavalcante,nan,ponte,No,C3
Giovanni Contri,nan,kinzica,No,C3
Giovanni Corsini,nan,ponte,No,C3
Giovanni Griffi,Griffi,foriporta,No,C3
Giovanni Guicciardi,nan,foriporta,No,C3
Giovanni Laggio,nan,kinzica,No,C3
Giovanni Morovello,nan,medio,No,C3
Giovanni Nocchi,nan,foriporta,No,C3
Giovanni Pascolini,nan,kinzica,No,C3
Giovanni da Campo,da Campo,foriporta,No,C3
Giovanni dall'Elba,nan,ponte,No,C3
Giovanni del Bianco,nan,foriporta,No,C3
Giovanni del Piero Bugliaffo da Spina,nan,,No,C3
Giovanni del fu Bertino da San Giovanni Gaitano,nan,,No,C3
Giovanni del fu Cecco di Tegrimo da Vico,nan,,No,C3
Giovanni del fu Ciolo Rolfi,nan,,No,C3
Giovanni del fu Domenico di Piro,nan,,No,C3
Giovanni del fu Gardone da San Lorenzo alle Corti,nan,,No,C3
Giovanni del fu Michele da Pontedera,nan,,No,C3
Giovanni del fu Ser Betto di Ser Giovanni da Filettole,nan,,No,C3
Giovanni del fu Ser Cecco,nan,ponte,No,C3
Giovanni del fu Ser Sardo da Rinonchi,nan,,No,C3
Giovanni del fu Simone di Benedetto,nan,medio,No,C3
Giovanni di Andrea,nan,medio,No,C3
Giovanni di Andreuccio di Rondello,nan,kinzica,No,C3
Giovanni di Angelo,nan,kinzica,No,C3
Giovanni di Bartalo Cinquina,Cinquina,kinzica,No,C3
Giovanni di Bartolomeo Zoppo,Zoppo,ponte,No,C3
Giovanni di Baruccio,nan,kinzica,No,C3
Giovanni di Benedetto,nan,medio,No,C3
Giovanni di Benedetto Falcone,Falcone,ponte,No,C3
Giovanni di Bernardo,nan,medio,No,C3
Giovanni di Bonaccorso de San Martino in Kinzica,nan,kinzica,No,C3
Giovanni di Bufalino,nan,kinzica,No,C3
Giovanni di Cavalcanti,nan,ponte,No,C3
Giovanni di Cecco,nan,foriporta,No,C3
Giovanni di Cegne,nan,kinzica,No,C3
Giovanni di Ceo del Lante,del Lante,medio,No,C3
Giovanni di Cetto,nan,kinzica,No,C3
Giovanni di Ciano Scorcialupi,Scorcialupi,ponte,No,C3
Giovanni di Cione Grasso,Grasso,medio,No,C3
Giovanni di Cola da San Pietro,da San Pietro,kinzica,No,C3
Giovanni di Cola di Tommaso,nan,foriporta,No,C3
Giovanni di Colino,nan,kinzica,No,C3
Giovanni di Congnini,nan,foriporta,No,C3
Giovanni di Coscio Gambacorta,Gambacorta,kinzica,No,C3
Giovanni di Damuccio,nan,kinzica,No,C3
Giovanni di Davino di Giovanni de Moccia,nan,,No,C3
Giovanni di Davinuccio,nan,medio,No,C3
Giovanni di Dee da Fagiano,nan,,No,C3
Giovanni di Enrico,nan,foriporta,No,C3
Giovanni di Fanuccio,nan,kinzica,No,C3
Giovanni di Fede,nan,kinzica,No,C3
Giovanni di Filippo Alliata,Alliata,foriporta,No,C3
Giovanni di Francesco,nan,ponte,No,C3
Giovanni di Francesco Celli,nan,foriporta,No,C3
Giovanni di Francesco Griffi,Griffi,foriporta,No,C3
Giovanni di Francesco di Mannellino,nan,foriporta,No,C3
Giovanni di Francesco di Puccino,nan,foriporta,No,C3
Giovanni di Gaddo di Mentecchio,nan,foriporta,No,C3
Giovanni di Ghelo,nan,ponte,No,C3
Giovanni di Giovanni Chiassi,nan,,No,C3
Giovanni di Giusto,nan,kinzica,No,C3
Giovanni di Gonetto da Vico,nan,,No,C3
Giovanni di Grassino,nan,medio,No,C3
Giovanni di Guiccardo,nan,foriporta,No,C3
Giovanni di Iacopo,nan,ponte,No,C3
Giovanni di Iacopo Falcone,Falcone,ponte,No,C3
Giovanni di Iacopo di Enrico,nan,foriporta,No,C3
Giovanni di Ildebrandino,nan,medio,No,C3
Giovanni di Lamberto,nan,medio,No,C3
Giovanni di Lando Grasso,Grasso,medio,No,C3
Giovanni di Lapo Malpiglio,Malpiglio,foriporta,No,C3
Giovanni di Lapo da Putignano,nan,,No,C3
Giovanni di Lemmo da Ripuli,nan,,No,C3
Giovanni di Manningo di Ubaldo,nan,kinzica,No,C3
Giovanni di Marco,nan,foriporta,No,C3
Giovanni di Martino da Castello Anselmi,nan,,No,C3
Giovanni di Masseo,nan,medio,No,C3
Giovanni di Michele,nan,medio,No,C3
Giovanni di Michele Canneti,nan,foriporta,No,C3
Giovanni di Michele Cavalcanti,nan,ponte,No,C3
Giovanni di Naldo da Elba,nan,,No,C3
Giovanni di Nerio Macigna,Macigna,ponte,No,C3
Giovanni di Nerio di Manno,nan,medio,No,C3
Giovanni di Nino Marci,nan,foriporta,No,C3
Giovanni di Nocchio,nan,ponte,No,C3
Giovanni di Nuccio,nan,medio,No,C3
Giovanni di Nuto,nan,ponte,No,C3
Giovanni di Oddo Zoppo,Zoppo,ponte,No,C3
Giovanni di Pancaldo,nan,foriporta,No,C3
Giovanni di Peretto,nan,kinzica,No,C3
Giovanni di Pericciolo de Sendadis (Zendadi?),nan,kinzica,No,C3
Giovanni di Pessino Balbo,nan,kinzica,No,C3
Giovanni di Pierino,nan,ponte,No,C3
Giovanni di Piero,nan,ponte,No,C3
Giovanni di Piero Malpiglio,Malpiglio,foriporta,No,C3
Giovanni di Pietro Bandelle,nan,ponte,No,C3
Giovanni di Puccetto dictus Fagianus,nan,kinzica,No,C3
Giovanni di Puccino,nan,medio,No,C3
Giovanni di Puccino Torto,nan,medio,No,C3
Giovanni di Puccio Murcio,Murcio,kinzica,No,C3
Giovanni di Puccio di Manno,nan,foriporta,No,C3
Giovanni di Puccio di Pancaldo,nan,foriporta,No,C3
Giovanni di Salvo Ugolini,nan,kinzica,No,C3
Giovanni di Ser Cione,nan,foriporta,No,C3
Giovanni di Ser Cola Benvenuti,nan,ponte,No,C3
Giovanni di Ser Coscio Massuferus,nan,ponte,No,C3
Giovanni di Ser Davino,nan,kinzica,No,C3
Giovanni di Ser Duti da Campo,da Campo,medio,No,C3
Giovanni di Ser Francesco Olivieri da Vico Pisano,nan,,No,C3
Giovanni di Ser Iacopo,nan,kinzica,No,C3
Giovanni di Ser Meo,nan,medio,No,C3
Giovanni di Ser Nicolino,nan,kinzica,No,C3
Giovanni di Ser Tone,nan,foriporta,No,C3
Giovanni di Tado,nan,medio,No,C3
Giovanni di Tagliante,nan,ponte,No,C3
Giovanni di Tingo Bonconti,Bonconti,ponte,No,C3
Giovanni di Tingo Facche,nan,foriporta,No,C3
Giovanni di Tofane,nan,medio,No,C3
Giovanni di Tommaso,nan,foriporta,No,C3
Giovanni di Tommaso Malistarius,nan,medio,No,C3
Giovanni di Turellino,nan,foriporta,No,C3
Giugo di Ser Macigna Macigna,Macigna,ponte,No,C3
Giuliano di Bindo,nan,foriporta,No,C3
Giuliano di Cello Sampante,Sampante,medio,No,C3
Giuliano di Giovanni del Grasso,Grasso,medio,No,C3
Giuliano di Masseo da Cascina,da Cascina,foriporta,No,C3
Giuliano di Masuccio,nan,ponte,No,C3
Giuliano di Piero Porcaro,nan,medio,No,C3
Giunta da Santa Cecilia,nan,medio,No,C3
Giusto,nan,foriporta,No,C3
Giusto di Gregorio Giusto,nan,kinzica,No,C3
Giusto di Martino,nan,foriporta,No,C3
Grandino di Piero,nan,medio,No,C3
Grassino di Guido,nan,ponte,No,C3
Gregorio del fu Giusto,nan,kinzica,No,C3
Gregorio di Nerio,nan,kinzica,No,C3
Guaspare del fu Ser Leopardo da Morrona,nan,,No,C3
Guelfo di Ser Matteo Bilanciarii,nan,ponte,No,C3
Guelfo di Stefano,di Stefano,kinzica,No,C3
Guelfus Ser Nicoli Clari not. et s.,nan,,No,C3
Guerrone,nan,ponte,No,C3
Guglielmo,nan,ponte,No,C3
Guglielmo del fu Iacopo,nan,kinzica,No,C3
Guglielmo di Francesco de Barba,de Barba,foriporta,No,C3
Guglielmo di Iacopo,nan,kinzica,No,C3
Guglielmo di Puccione Murcio,Murcio,kinzica,No,C3
Guglielmo di Ranieri Sardo,Sardo,kinzica,No,C3
Guglielmuccio di Iacopo,nan,kinzica,No,C3
Guido,nan,medio,No,C3
Guido Baroncini de Palaia,nan,,No,C3
Guido Colletti,nan,medio,No,C3
Guido Merolla,nan,medio,No,C3
Guido Spessalasta,nan,medio,No,C3
Guido da Cascina,nan,medio,No,C3
Guido del fu Nicola da Farneta,nan,,No,C3
Guido di Betto,nan,kinzica,No,C3
Guido di Enrico,nan,foriporta,No,C3
Guido di Giovanni,nan,foriporta,No,C3
Guido di Giunta,nan,medio,No,C3
Guido di Orsicio,nan,foriporta,No,C3
Guido di Rodolfo,nan,kinzica,No,C3
Guido di Ser Costantino Sardo,Sardo,kinzica,No,C3
Guido di Simone,nan,kinzica,No,C3
Guido di Tuccio,nan,medio,No,C3
Guiduccino da Marti,nan,foriporta,No,C3
Guiduccino de Marti,nan,foriporta,No,C3
Guiduccio Veuture,nan,kinzica,No,C3
Guiduccio di Giunta,nan,medio,No,C3
I. P. Matteo di Nerio di Pietro,nan,medio,No,C3
Iacobus f. Ser Nicoli Barbanensis not. et s.,nan,,No,C3
Iacobus not. f. Ser Fini de Vico not. Iacobus not. q. Cecchi de Balneo civ. Pis. not. et coaiutor supr. Iacobi Ser Fini.,nan,,No,C3
Iacopino chiamato Pino di Ser Giovanni Bonincontri da Ripa d'Arno,nan,,No,C3
Iacopo Alliata,Alliata,foriporta,No,C3
Iacopo Clavello del fu Vanni Bandini,nan,,No,C3
Iacopo Foresis,nan,ponte,No,C3
Iacopo Melani,nan,ponte,No,C3
Iacopo Savarigi,nan,ponte,No,C3
Iacopo Vocatus Spetialino,nan,medio,No,C3
Iacopo del fu Feo da Campo,nan,,No,C3
Iacopo del fu Ser Prone da Marti,nan,,No,C3
Iacopo del fu Vanni Giunta,nan,,No,C3
Iacopo di Bernardo Fontani,nan,,No,C3
Iacopo di Betto Papa,Papa,ponte,No,C3
Iacopo di Bettone,nan,kinzica,No,C3
Iacopo di Cecco Grasso,Grasso,kinzica,No,C3
Iacopo di Cecco da Balneo,nan,,No,C3
Iacopo di Cecco di Fazio,nan,,No,C3
Iacopo di Chello,nan,,No,C3
Iacopo di Chiasso,nan,medio,No,C3
Iacopo di Cino Sardo,Sardo,kinzica,No,C3
Iacopo di Cola Sanguineo,nan,,No,C3
Iacopo di Cristiano,nan,ponte,No,C3
Iacopo di Fazio,nan,ponte,No,C3
Iacopo di Fino,nan,medio,No,C3
Iacopo di Francesco Ruffino,nan,foriporta,No,C3
Iacopo di Frasso,nan,foriporta,No,C3
Iacopo di Fredino da Ripafratta,nan,,No,C3
Iacopo di Giovanni,nan,ponte,No,C3
Iacopo di Giovanni Murcio,Murcio,kinzica,No,C3
Iacopo di Giovanni di Boezio,nan,ponte,No,C3
Iacopo di Guidone Papa,Papa,ponte,No,C3
Iacopo di Guidone da San Sisto ad pinum,nan,,No,C3
Iacopo di Mino Rosselmini,nan,,No,C3
Iacopo di Narduccio,nan,kinzica,No,C3
Iacopo di Nerio,nan,medio,No,C3
Iacopo di Nicola,nan,kinzica,No,C3
Iacopo di Ser Bacciameo,nan,medio,No,C3
Iacopo di Ser Betto Papa,Papa,ponte,No,C3
Iacopo di Ser Ceo,nan,ponte,No,C3
Iacopo di Ser Cola,nan,ponte,No,C3
Iacopo di Ser Giovanni d'Appiano,nan,,No,C3
Iacopo di Ser Govanni Borigli,nan,foriporta,No,C3
Iacopo di Ser Gualtieri da Calcinaia,nan,,No,C3
Iacopo di Ser Perone,nan,ponte,No,C3
Iacopo di Ser Tanello,nan,kinzica,No,C3
Iacopo di Ser Villano,nan,medio,No,C3
Iacopo di Ser Vinetto de Carraia in val di Serchio,nan,,No,C3
Iacopo di Ser Vitale,nan,kinzica,No,C3
Iacopo di Simone,nan,kinzica,No,C3
Iacopo di Simonetto,nan,ponte,No,C3
Iacopo di Tino,nan,ponte,No,C3
Iacopo di Vanni,nan,medio,No,C3
Iacopo di Vanni Landi,nan,medio,No,C3
Iacopo di Vanni Ricci,nan,ponte,No,C3
Iohannes…,nan,medio,No,C3
Lante di Martino,nan,medio,No,C3
Lapo del fu Bartolomeo Salvati da Perignano,nan,,No,C3
Lapo del fu Bartolomeo Salviati da Perignano,nan,,No,C3
Lapo di Conte,nan,medio,No,C3
Lapo di Francesco Griffi,Griffi,foriporta,No,C3
Latino di Vanni,nan,ponte,No,C3
Laurentius olim Ser Dati not. et s,nan,,No,C3
Lello di Bonaccorso di Michele,nan,medio,No,C3
Lemma di Cola,nan,ponte,No,C3
Lemmo,nan,ponte,No,C3
Lemmo del fu Lupo da Cascina,nan,,No,C3
Lemmo di Albertino (Albertini),nan,foriporta,No,C3
Lemmo di Ceo,nan,medio,No,C3
Lemmo di Cola,nan,ponte,No,C3
Lemmo di Puccio,nan,kinzica,No,C3
Lemmo di Vanni,nan,ponte,No,C3
Leonardo di Colto di Cione,nan,medio,No,C3
Leonardo di Corsuccio,nan,ponte,No,C3
Leonardo di Ildebrandino,nan,medio,No,C3
Leone del fu Vanni,nan,ponte,No,C3
Leopardo,nan,,No,C3
Leopardo Baldanzi da Burgo,nan,kinzica,No,C3
Leopardo di Ser Bene da Calci,nan,,No,C3
Ligo,nan,medio,No,C3
Lippo,nan,ponte,No,C3
Lippo di Bernardo,nan,ponte,No,C3
Lippo di Giovanni Alliata,Alliata,foriporta,No,C3
Lippuccio del fu Andrea,nan,kinzica,No,C3
Lorenzo,nan,ponte,No,C3
Lorenzo Sampante,Sampante,medio,No,C3
Lorenzo Venturini,nan,ponte,No,C3
Lorenzo di Andrea Megliorelli,nan,ponte,No,C3
Lorenzo di Betto,nan,medio,No,C3
Lorenzo di Cambini,nan,medio,No,C3
Lorenzo di Giovanni di Gentile,nan,kinzica,No,C3
Lorenzo di Riccio,nan,ponte,No,C3
Lorenzo di Ugo,nan,kinzica,No,C3
Lorenzo di Ugone di Gerardo,nan,kinzica,No,C3
Lorenzo di ser Puccio Salvi de Spina,nan,,No,C3
Lotto del fu Ser Coscio Gambacorta,Gambacorta,kinzica,No,C3
Lotto di Enrico,nan,foriporta,No,C3
Lotto di Perfetto Fracasso,Fracasso,kinzica,No,C3
Lotto di Ser Lapo da San Casciano de Comitibus,da San Casciano,kinzica,No,C3
Lotto…,nan,foriporta,No,C3
Luca del fu Ser Iacopo da Vico,nan,,No,C3
Luca di Pietro del Lante,del Lante,kinzica,No,C3
Lucchio di Tommaso di Lapo,nan,medio,No,C3
Ludovico  di Nerio Sciancato,Sciancato,foriporta,No,C3
Ludovico da Cascina,da Cascina,medio,No,C3
Ludovico di Andrea Bonconti,Bonconti,kinzica,No,C3
Ludovico di Nerio Sciancato,Sciancato,foriporta,No,C3
Luigio di Ser Bartolomeo Falcone,Falcone,ponte,No,C3
Lupo del fu Bernardo,nan,medio,No,C3
Lupo di Lello Sciancato,Sciancato,foriporta,No,C3
Luto di Giunta,nan,ponte,No,C3
Maestro Ceo,nan,ponte,No,C3
Maestro Lorenzo,nan,ponte,No,C3
Magister Francesco del fu Bertolo da Buti,nan,,No,C3
Magliata da Vico,nan,kinzica,No,C3
Manno di Puccio Grucio,nan,medio,No,C3
Manno di Turello,nan,kinzica,No,C3
Marco Broti,nan,ponte,No,C3
Marco del Vecchio fabbro,nan,kinzica,No,C3
Marco del fu Giovanni da Santo Savino,nan,,No,C3
Marco del fu Michele Broccari da Cascina,nan,,No,C3
Marco di Bartalo di Murcio,nan,foriporta,No,C3
Marco di Giovanni Belli,nan,kinzica,No,C3
Marco di Masseo,nan,ponte,No,C3
Marco di Migliore,nan,foriporta,No,C3
Marco di Neruccio,nan,ponte,No,C3
Marco di Ser Masino,nan,kinzica,No,C3
Mariano Armansoris,nan,foriporta,No,C3
Mariano di Oddo Zoppo,Zoppo,ponte,No,C3
Mariano di Puccio di Bianco,nan,foriporta,No,C3
Mariano di Ventuccio,nan,kinzica,No,C3
Martigiano di Giusto,nan,kinzica,No,C3
Martino,nan,kinzica,No,C3
Martino di Amadore,nan,ponte,No,C3
Martino di Berto,nan,medio,No,C3
Martino di Ghino,nan,ponte,No,C3
Martino di Giovanni di Davinuccio,nan,medio,No,C3
Martino di Giuntino,nan,medio,No,C3
Martino di Lando,nan,kinzica,No,C3
Masseo Barile,nan,foriporta,No,C3
Masseo di Berto,nan,foriporta,No,C3
Matteo,nan,foriporta,No,C3
Matteo Benedicti de Comitibus,nan,medio,No,C3
Matteo del fu Banduccio di Bercio da Vico,nan,,No,C3
Matteo del fu Bonagiunta da Pettori,nan,,No,C3
Matteo del fu Ser Simone Miniati,nan,kinzica,No,C3
Matteo del fu Ser Stefano del fu Bonavita da Spina,nan,,No,C3
Matteo di Andrea Marinarii,nan,kinzica,No,C3
Matteo di Barile,nan,foriporta,No,C3
Matteo di Cecconi,nan,medio,No,C3
Matteo di Nerio Adornetti,nan,kinzica,No,C3
Matteo di Ser Ceo,nan,ponte,No,C3
Matteo di Ser Chello,nan,medio,No,C3
Matteo di Ser Giovanni,nan,foriporta,No,C3
Matteo di Ser Iacopo,nan,kinzica,No,C3
Matteo di Stefano Bonaiuti,nan,,No,C3
Melano del fu Barone,nan,kinzica,No,C3
Meo di Casone,nan,ponte,No,C3
Meo di Patuccio,nan,medio,No,C3
Meo di Vanni,nan,medio,No,C3
Meo di Vanni di Lando,nan,medio,No,C3
Michele Bindacci,Bindacci,kinzica,No,C3
Michele Bonaiuti,nan,foriporta,No,C3
Michele Carratella del fu Giovanni,nan,medio,No,C3
Michele Cecco,nan,medio,No,C3
Michele Davini,nan,ponte,No,C3
Michele Garbini,nan,foriporta,No,C3
Michele de Ceuli,nan,kinzica,No,C3
Michele del fu Guerrigio,nan,kinzica,No,C3
Michele di Bacciameo,nan,foriporta,No,C3
Michele di Bartolomeo,nan,foriporta,No,C3
Michele di Bianco,nan,kinzica,No,C3
Michele di Canneto,nan,ponte,No,C3
Michele di Cino,nan,foriporta,No,C3
Michele di Cione di Garbino,nan,kinzica,No,C3
Michele di Fridiano da Ghezzano,nan,,No,C3
Michele di Giovanni,nan,foriporta,No,C3
Michele di Giovanni da Pontasserchio,nan,,No,C3
Michele di Giusto,nan,medio,No,C3
Michele di Iacopo,nan,ponte,No,C3
Michele di Luparello,nan,kinzica,No,C3
Michele di Neruccio Malpiglio,Malpiglio,foriporta,No,C3
Michele di Palmierino,nan,kinzica,No,C3
Michele di Pardo,nan,medio,No,C3
Michele di Pucciarello,nan,ponte,No,C3
Michele di Seo,nan,kinzica,No,C3
Michele di Ser Benedetto,nan,ponte,No,C3
Michele di Ser Bindo,nan,ponte,No,C3
Michele di Ser Meo,nan,medio,No,C3
Michele di Stefano,nan,ponte,No,C3
Michele di Tommaso di Tone,nan,ponte,No,C3
Michele di Vanni,nan,medio,No,C3
Michele di Vanni da San Pietro,da San Pietro,foriporta,No,C3
Mico di Piglio,nan,kinzica,No,C3
Mondello,nan,kinzica,No,C3
Mone,nan,ponte,No,C3
Mone Compagni,nan,foriporta,No,C3
Mone del fu Andrea,nan,ponte,No,C3
Mone del fu Giovanni Casini,nan,ponte,No,C3
Mone del fu Puccio da Porta Leone,nan,ponte,No,C3
Mone di Andrea Fabri,nan,ponte,No,C3
Mone di Cennarino,nan,ponte,No,C3
Mone di Cione da Borgo San Marco,nan,kinzica,No,C3
Mone di Duccio,nan,kinzica,No,C3
Mone di Puccio,nan,kinzica,No,C3
Mone di Vanni,nan,ponte,No,C3
Monuccio di Monino,nan,foriporta,No,C3
Nardo del fu Vanni,nan,medio,No,C3
Nerio Malpiglio,Malpiglio,foriporta,No,C3
Nerio Papa,Papa,ponte,No,C3
Nerio da San Casciano,da San Casciano,kinzica,No,C3
Nerio di Bando,nan,foriporta,No,C3
Nerio di Bernardo,nan,ponte,No,C3
Nerio di Betto Papa,Papa,ponte,No,C3
Nerio di Bonincontro,nan,kinzica,No,C3
Nerio di Enrico,nan,foriporta,No,C3
Nerio di Enrico da Piombino fabbro,nan,medio,No,C3
Nerio di Pacterio,nan,kinzica,No,C3
Nerio di Paolo,nan,medio,No,C3
Nerio di Pietro,nan,ponte,No,C3
Nerio di Puccio di Manno,nan,foriporta,No,C3
Nerio di Ser Gaddo Alliata,Alliata,foriporta,No,C3
Nerio di Vanni,nan,kinzica,No,C3
Neruccio,nan,foriporta,No,C3
Neruccio del fu Cecco,nan,medio,No,C3
Neruccio di Betto di Fanuccio Papa,Papa,ponte,No,C3
Neruccio di Ceo,nan,ponte,No,C3
Neruccio di Giusto,nan,kinzica,No,C3
Neruccio di Porcellino,nan,foriporta,No,C3
Neruccio di Puccio,nan,medio,No,C3
Neruccio di Ser Gaddo Alliata,Alliata,foriporta,No,C3
Nicola,nan,ponte,No,C3
Nicola Bertalotti,nan,medio,No,C3
Nicola Bonconti,Bonconti,kinzica,No,C3
Nicola Bugarrus,nan,medio,No,C3
Nicola Gambacorta,Gambacorta,kinzica,No,C3
Nicola Grasso,Grasso,kinzica,No,C3
Nicola da Cascina,da Cascina,ponte,No,C3
Nicola da Castligione,nan,medio,No,C3
Nicola del fu Betto Sardo,Sardo,kinzica,No,C3
Nicola del fu Bino,nan,,No,C3
Nicola del fu Giovanni Benvenuti,nan,,No,C3
Nicola del fu Pucciarello,nan,kinzica,No,C3
Nicola del fu Ser Bartolomeo da Farneta,nan,,No,C3
Nicola del fu Ser Vanni di Ser Ugo,nan,,No,C3
Nicola di Andrea,nan,medio,No,C3
Nicola di Bando Ghirbizzi,nan,medio,No,C3
Nicola di Betto Griffi,Griffi,foriporta,No,C3
Nicola di Bindo Geppi,nan,,No,C3
Nicola di Boglie Salvi,nan,kinzica,No,C3
Nicola di Coscio,nan,medio,No,C3
Nicola di Dino Balbanensis,nan,,No,C3
Nicola di Francesco Rusto,nan,ponte,No,C3
Nicola di Giovanni,nan,kinzica,No,C3
