nome,attestazioni_savi,quartiere,attestazioni_1372,attestazioni_1377,Nobile,anno,mesi,data inizio mandato,data fine mandato,famiglia
Cola Grasso,X 9 = 1372 // 9 settembre 1372 // 1 ottobre 1372 // 5 ottobre 1372 // 16 ottobre 1372 // 18 ottobre 1372 // 6 novembre 1372 // 19 novembre 1372 // 11 dicembre 1372 ||||| X18 = 1 luglio 1377 //  8 luglio 1377// 9 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377// 31 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 25 agosto 1377 // 9 ottobre 1377// 15 ottobre 1377// 27 ottobre 1377  // 30 ottobre 1377// 22 novembre 1377 //   26 novembre 1377 // 2 dicembre 1377  |||| TOTALE 27 ,medio,9,9,No,1372,Maggio-Giugno,1372-02-01,1372-03-01,Grasso
Cola Grasso,X 9 = 1372 // 9 settembre 1372 // 1 ottobre 1372 // 5 ottobre 1372 // 16 ottobre 1372 // 18 ottobre 1372 // 6 novembre 1372 // 19 novembre 1372 // 11 dicembre 1372 ||||| X18 = 1 luglio 1377 //  8 luglio 1377// 9 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377// 31 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 25 agosto 1377 // 9 ottobre 1377// 15 ottobre 1377// 27 ottobre 1377  // 30 ottobre 1377// 22 novembre 1377 //   26 novembre 1377 // 2 dicembre 1377  |||| TOTALE 27 ,medio,9,9,No,1374,Luglio-Agosto,1374-04-01,1374-05-01,Grasso
Cola Grasso,X 9 = 1372 // 9 settembre 1372 // 1 ottobre 1372 // 5 ottobre 1372 // 16 ottobre 1372 // 18 ottobre 1372 // 6 novembre 1372 // 19 novembre 1372 // 11 dicembre 1372 ||||| X18 = 1 luglio 1377 //  8 luglio 1377// 9 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377// 31 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 25 agosto 1377 // 9 ottobre 1377// 15 ottobre 1377// 27 ottobre 1377  // 30 ottobre 1377// 22 novembre 1377 //   26 novembre 1377 // 2 dicembre 1377  |||| TOTALE 27 ,medio,9,9,No,1379,Novembre-Dicembre,1379-08-01,1379-09-01,Grasso
Cola Grasso,X 9 = 1372 // 9 settembre 1372 // 1 ottobre 1372 // 5 ottobre 1372 // 16 ottobre 1372 // 18 ottobre 1372 // 6 novembre 1372 // 19 novembre 1372 // 11 dicembre 1372 ||||| X18 = 1 luglio 1377 //  8 luglio 1377// 9 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377// 31 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 25 agosto 1377 // 9 ottobre 1377// 15 ottobre 1377// 27 ottobre 1377  // 30 ottobre 1377// 22 novembre 1377 //   26 novembre 1377 // 2 dicembre 1377  |||| TOTALE 27 ,medio,9,9,No,1380,Gennaio-Febbraio,1380-10-01,1380-11-01,Grasso
"Giovanni Bertalotti, tavernaio",X 9 = 9 settembre 1372 // 11 settembre 1372 // 12 settembre 1372 // 1 ottobre 1372 // 7 ottobre 1372 // 16 ottobre 1372 // 18 ottobre 1372 // 24 novembre 1372 // 31 novembre 1372 |||| X11 = 1 luglio 1377 // 1 luglio 1377  //  7 luglio 1377// 8 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377// 27 ottobre 1377  // 30 ottobre 1377   // 26 novembre 1377 // 2 dicembre 1377     |||| TOTALE 20,medio,9,9,No,1370,Aprile-Maggio-Giugno,1370-01-01,1370-03-01,tavernaio
"Giovanni Bertalotti, tavernaio",X 9 = 9 settembre 1372 // 11 settembre 1372 // 12 settembre 1372 // 1 ottobre 1372 // 7 ottobre 1372 // 16 ottobre 1372 // 18 ottobre 1372 // 24 novembre 1372 // 31 novembre 1372 |||| X11 = 1 luglio 1377 // 1 luglio 1377  //  7 luglio 1377// 8 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377// 27 ottobre 1377  // 30 ottobre 1377   // 26 novembre 1377 // 2 dicembre 1377     |||| TOTALE 20,medio,9,9,No,1371,Novembre-Dicembre,1371-08-01,1371-09-01,tavernaio
"Giovanni Bertalotti, tavernaio",X 9 = 9 settembre 1372 // 11 settembre 1372 // 12 settembre 1372 // 1 ottobre 1372 // 7 ottobre 1372 // 16 ottobre 1372 // 18 ottobre 1372 // 24 novembre 1372 // 31 novembre 1372 |||| X11 = 1 luglio 1377 // 1 luglio 1377  //  7 luglio 1377// 8 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377// 27 ottobre 1377  // 30 ottobre 1377   // 26 novembre 1377 // 2 dicembre 1377     |||| TOTALE 20,medio,9,9,No,1372,Marzo-Aprile,1372-12-01,1372-01-01,tavernaio
"Giovanni Bertalotti, tavernaio",X 9 = 9 settembre 1372 // 11 settembre 1372 // 12 settembre 1372 // 1 ottobre 1372 // 7 ottobre 1372 // 16 ottobre 1372 // 18 ottobre 1372 // 24 novembre 1372 // 31 novembre 1372 |||| X11 = 1 luglio 1377 // 1 luglio 1377  //  7 luglio 1377// 8 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377// 27 ottobre 1377  // 30 ottobre 1377   // 26 novembre 1377 // 2 dicembre 1377     |||| TOTALE 20,medio,9,9,No,1374,Luglio-Agosto,1374-04-01,1374-05-01,tavernaio
"Giovanni Bertalotti, tavernaio",X 9 = 9 settembre 1372 // 11 settembre 1372 // 12 settembre 1372 // 1 ottobre 1372 // 7 ottobre 1372 // 16 ottobre 1372 // 18 ottobre 1372 // 24 novembre 1372 // 31 novembre 1372 |||| X11 = 1 luglio 1377 // 1 luglio 1377  //  7 luglio 1377// 8 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377// 27 ottobre 1377  // 30 ottobre 1377   // 26 novembre 1377 // 2 dicembre 1377     |||| TOTALE 20,medio,9,9,No,1379,Marzo-Aprile,1379-12-01,1379-01-01,tavernaio
"Giovanni Bertalotti, tavernaio",X 9 = 9 settembre 1372 // 11 settembre 1372 // 12 settembre 1372 // 1 ottobre 1372 // 7 ottobre 1372 // 16 ottobre 1372 // 18 ottobre 1372 // 24 novembre 1372 // 31 novembre 1372 |||| X11 = 1 luglio 1377 // 1 luglio 1377  //  7 luglio 1377// 8 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377// 27 ottobre 1377  // 30 ottobre 1377   // 26 novembre 1377 // 2 dicembre 1377     |||| TOTALE 20,medio,9,9,No,1382,Luglio-Agosto,1382-04-01,1382-05-01,tavernaio
Iacopo Buzcarrino,X2 = 18 ottobre 1372 // 11 dicembre 1372,medio,2,0,Sì,,None,,,Buzcarrino
Gualando de Castagneto,X8 = 12 settembre 1372 // 12 settembre 1372 // 18 ottobre 1372 // 25 ottobre 1372 // 6 novembre 1372 // 19 novembre 1372 // 24 novembre 1372 // 19 dicembre 1372 ,medio,8,0,Sì,,None,,,Castagneto
"Vitale, pellipaio",X1 = 12 settembre 1372 ,medio,1,0,No,1373,maggio-giugno,1373-02-01,1373-03-01,pellipaio
"Nerio Cavalca, notaio",X 4 = 5 ottobre 1372 // 7 ottobre 1372 // 7 ottobre 1372 // 24 novembre 1372 ,medio,4,0,No,1352,gennaio-febbraio,1352-10-01,1352-11-01,notaio
"Nerio Cavalca, notaio",X 4 = 5 ottobre 1372 // 7 ottobre 1372 // 7 ottobre 1372 // 24 novembre 1372 ,medio,4,0,No,1354,luglio-agosto,1354-04-01,1354-05-01,notaio
"Nerio Cavalca, notaio",X 4 = 5 ottobre 1372 // 7 ottobre 1372 // 7 ottobre 1372 // 24 novembre 1372 ,medio,4,0,No,1378,marzo-aprile,1378-12-01,1378-01-01,notaio
"Coscio del fu Gaddo, orefice",X1 = 7 ottobre 1372 ,medio,1,0,No,1353,gennaio-febbraio,1353-10-01,1353-11-01,orefice
"Coscio del fu Gaddo, orefice",X1 = 7 ottobre 1372 ,medio,1,0,No,1369,aprile-maggio,1369-01-01,1369-02-01,orefice
"Coscio del fu Gaddo, orefice",X1 = 7 ottobre 1372 ,medio,1,0,No,1370,marzo-aprile,1370-12-01,1370-01-01,orefice
"Gerardo, spadaio",X1 = 7 ottobre 1372 ,medio,1,0,No,,None,,,spadaio
"Barto, arrotator",X1 = 7 ottobre 1372 ,medio,1,0,No,,None,,,arrotator
Piero Sampante,X1 = 18 ottobre 1372 ||||| X10 = 1 luglio 1377 // 14 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377// 31 luglio 1377// 6 agosto 1377// 25 agosto 1377 // 30 ottobre 1377// 22 novembre 1377 |||| TOTALE 11,medio,1,1,No,1349,settembre-ottobre,1349-06-01,1349-07-01,Sampante
Piero Sampante,X1 = 18 ottobre 1372 ||||| X10 = 1 luglio 1377 // 14 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377// 31 luglio 1377// 6 agosto 1377// 25 agosto 1377 // 30 ottobre 1377// 22 novembre 1377 |||| TOTALE 11,medio,1,1,No,1353,marzo-aprile,1353-12-01,1353-01-01,Sampante
Piero Sampante,X1 = 18 ottobre 1372 ||||| X10 = 1 luglio 1377 // 14 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377// 31 luglio 1377// 6 agosto 1377// 25 agosto 1377 // 30 ottobre 1377// 22 novembre 1377 |||| TOTALE 11,medio,1,1,No,1373,settembre-ottobre,1373-06-01,1373-07-01,Sampante
Piero Sampante,X1 = 18 ottobre 1372 ||||| X10 = 1 luglio 1377 // 14 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377// 31 luglio 1377// 6 agosto 1377// 25 agosto 1377 // 30 ottobre 1377// 22 novembre 1377 |||| TOTALE 11,medio,1,1,No,1375,gennaio-febbraio,1375-10-01,1375-11-01,Sampante
Piero Sampante,X1 = 18 ottobre 1372 ||||| X10 = 1 luglio 1377 // 14 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377// 31 luglio 1377// 6 agosto 1377// 25 agosto 1377 // 30 ottobre 1377// 22 novembre 1377 |||| TOTALE 11,medio,1,1,No,1378,settembre-ottobre,1378-06-01,1378-07-01,Sampante
Piero Sampante,X1 = 18 ottobre 1372 ||||| X10 = 1 luglio 1377 // 14 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377// 31 luglio 1377// 6 agosto 1377// 25 agosto 1377 // 30 ottobre 1377// 22 novembre 1377 |||| TOTALE 11,medio,1,1,No,1380,novembre-dicembre,1380-08-01,1380-09-01,Sampante
Piero Sampante,X1 = 18 ottobre 1372 ||||| X10 = 1 luglio 1377 // 14 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377// 31 luglio 1377// 6 agosto 1377// 25 agosto 1377 // 30 ottobre 1377// 22 novembre 1377 |||| TOTALE 11,medio,1,1,No,1380,Marzo-Aprile,1380-12-01,1380-01-01,Sampante
Piero Sampante,X1 = 18 ottobre 1372 ||||| X10 = 1 luglio 1377 // 14 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377// 31 luglio 1377// 6 agosto 1377// 25 agosto 1377 // 30 ottobre 1377// 22 novembre 1377 |||| TOTALE 11,medio,1,1,No,1383,settembre-ottobre,1383-06-01,1383-07-01,Sampante
Piero Sampante,X1 = 18 ottobre 1372 ||||| X10 = 1 luglio 1377 // 14 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377// 31 luglio 1377// 6 agosto 1377// 25 agosto 1377 // 30 ottobre 1377// 22 novembre 1377 |||| TOTALE 11,medio,1,1,No,1385,marzo-aprile,1385-12-01,1385-01-01,Sampante
Piero Sampante,X1 = 18 ottobre 1372 ||||| X10 = 1 luglio 1377 // 14 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377// 31 luglio 1377// 6 agosto 1377// 25 agosto 1377 // 30 ottobre 1377// 22 novembre 1377 |||| TOTALE 11,medio,1,1,No,1388,novembre-dicembre,1388-08-01,1388-09-01,Sampante
Piero Sampante,X1 = 18 ottobre 1372 ||||| X10 = 1 luglio 1377 // 14 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377// 31 luglio 1377// 6 agosto 1377// 25 agosto 1377 // 30 ottobre 1377// 22 novembre 1377 |||| TOTALE 11,medio,1,1,No,1390,maggio-giugno,1390-02-01,1390-03-01,Sampante
Guido da Caprona,X 4 = 13 novembre 1372 //15 novembre 1372 // 19 novembre 1372 //  11 dicembre 1372 // ||||| X1 = 1 luglio 1377  |||| TOTALE 5,medio,4,4,Sì,,None,,,Caprona
Ranieri Sampante,X5 = 25 ottobre 1372 // 6 novembre 1372 // 8 novembre 1372 // 13 novembre 1372 // 19 novembre 1372 ,medio,5,0,No,1369,(prima del,,,Sampante
"Iacopo Bocca, ritagliatore",X1 = 5 novembre 1372 ,medio,1,0,No,1367,giugno-luglio,1367-03-01,1367-04-01,ritagliatore
"Iacopo Bocca, ritagliatore",X1 = 5 novembre 1372 ,medio,1,0,No,1370,novembre-dicembre,1370-08-01,1370-09-01,ritagliatore
"Iacopo Bocca, ritagliatore",X1 = 5 novembre 1372 ,medio,1,0,No,1379,maggio-giugno,1379-02-01,1379-03-01,ritagliatore
"Iacopo Bocca, ritagliatore",X1 = 5 novembre 1372 ,medio,1,0,No,1382,maggio-giugno,1382-02-01,1382-03-01,ritagliatore
"Iacopo Bocca, ritagliatore",X1 = 5 novembre 1372 ,medio,1,0,No,1383,marzo-aprile,1383-12-01,1383-01-01,ritagliatore
Colto di Cione,X 6 = 5 novembre 1372 // 19 novembre 1372 //  31 novembre 1372 // 31 novembre 1372 // 15 dicembre 1372 // 19 dicembre 1372 ,medio,6,0,No,1366,agosto-settembre,1366-05-01,1366-06-01,nan
Colto di Cione,X 6 = 5 novembre 1372 // 19 novembre 1372 //  31 novembre 1372 // 31 novembre 1372 // 15 dicembre 1372 // 19 dicembre 1372 ,medio,6,0,No,1376,novembre-dicembre,1376-08-01,1376-09-01,nan
Colto di Cione,X 6 = 5 novembre 1372 // 19 novembre 1372 //  31 novembre 1372 // 31 novembre 1372 // 15 dicembre 1372 // 19 dicembre 1372 ,medio,6,0,No,1378,marzo-aprile,1378-12-01,1378-01-01,nan
Giovanni Benigno,X 1 = 13 novembre ,medio,0,0,No,1370,aprile-maggio-giugno,1370-01-01,1370-03-01,nan
Giovanni Benigno,X 1 = 13 novembre ,medio,0,0,No,1372,luglio-agosto,1372-04-01,1372-05-01,nan
Giovanni Benigno,X 1 = 13 novembre ,medio,0,0,No,1375,novembre-dicembre,1375-08-01,1375-09-01,nan
Giovanni Benigno,X 1 = 13 novembre ,medio,0,0,No,1377,gennaio-febbraio,1377-10-01,1377-11-01,nan
Giovanni Benigno,X 1 = 13 novembre ,medio,0,0,No,1379,settembre-ottobre,1379-06-01,1379-07-01,nan
"Francesco de Geremia, notaio",X1 = 19 novembre 1372 ||||    X3 = 2 agosto 1377 // 15 ottobre 1377// 27 ottobre 1377  |||| TOTALE  4,medio,1,1,No,1350,luglio-agosto,1350-04-01,1350-05-01,notaio
"Francesco de Geremia, notaio",X1 = 19 novembre 1372 ||||    X3 = 2 agosto 1377 // 15 ottobre 1377// 27 ottobre 1377  |||| TOTALE  4,medio,1,1,No,1352,luglio-agosto,1352-04-01,1352-05-01,notaio
"Francesco de Geremia, notaio",X1 = 19 novembre 1372 ||||    X3 = 2 agosto 1377 // 15 ottobre 1377// 27 ottobre 1377  |||| TOTALE  4,medio,1,1,No,1352,novembre-dicembre,1352-08-01,1352-09-01,notaio
"Francesco de Geremia, notaio",X1 = 19 novembre 1372 ||||    X3 = 2 agosto 1377 // 15 ottobre 1377// 27 ottobre 1377  |||| TOTALE  4,medio,1,1,No,1371,maggio-giugno,1371-02-01,1371-03-01,notaio
"Francesco de Geremia, notaio",X1 = 19 novembre 1372 ||||    X3 = 2 agosto 1377 // 15 ottobre 1377// 27 ottobre 1377  |||| TOTALE  4,medio,1,1,No,1378,novembre-dicembre,1378-08-01,1378-09-01,notaio
Piero del Lante,X1 = 31 novembre 1372 |||| X21 = 1 luglio 1377 // 1 luglio 1377 //  7 luglio 1377  //  7 luglio 1377// 9 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377// 6 agosto 1377 // 7 agosto 1377// 14 agosto 1377 // 16 agosto 1377 // 18 agosto 1377// 25 agosto 1377 // 27 agosto 1377// 15 settembre 1377 // 7 ottobre 1377 // 9 ottobre 1377// 15 ottobre 1377// 27 ottobre 1377 // |||| TOTALE  22,medio,1,1,No,1365,marzo-aprile,1365-12-01,1365-01-01,del Lante
Piero del Lante,X1 = 31 novembre 1372 |||| X21 = 1 luglio 1377 // 1 luglio 1377 //  7 luglio 1377  //  7 luglio 1377// 9 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377// 6 agosto 1377 // 7 agosto 1377// 14 agosto 1377 // 16 agosto 1377 // 18 agosto 1377// 25 agosto 1377 // 27 agosto 1377// 15 settembre 1377 // 7 ottobre 1377 // 9 ottobre 1377// 15 ottobre 1377// 27 ottobre 1377 // |||| TOTALE  22,medio,1,1,No,1370,gennaio-febbraio,1370-10-01,1370-11-01,del Lante
Piero del Lante,X1 = 31 novembre 1372 |||| X21 = 1 luglio 1377 // 1 luglio 1377 //  7 luglio 1377  //  7 luglio 1377// 9 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377// 6 agosto 1377 // 7 agosto 1377// 14 agosto 1377 // 16 agosto 1377 // 18 agosto 1377// 25 agosto 1377 // 27 agosto 1377// 15 settembre 1377 // 7 ottobre 1377 // 9 ottobre 1377// 15 ottobre 1377// 27 ottobre 1377 // |||| TOTALE  22,medio,1,1,No,1375,luglio-agosto,1375-04-01,1375-05-01,del Lante
Nocchio Tegrimo,X1 = 31 novembre 1372 ,medio,1,0,No,1361,novembre-dicembre,1361-08-01,1361-09-01,Tegrimo
Nocchio Tegrimo,X1 = 31 novembre 1372 ,medio,1,0,No,1364,gennaio-febbraio,1364-10-01,1364-11-01,Tegrimo
Nocchio Tegrimo,X1 = 31 novembre 1372 ,medio,1,0,No,1382,settembre-ottobre,1382-06-01,1382-07-01,Tegrimo
Nocchio Tegrimo,X1 = 31 novembre 1372 ,medio,1,0,No,1384,luglio-agosto,1384-04-01,1384-05-01,Tegrimo
"Nardo di Vanni, arrotator",X1 = 11 dicembre 1372 ,medio,1,0,No,1371,marzo-aprile,1371-12-01,1371-01-01,arrotator
"Nardo di Vanni, arrotator",X1 = 11 dicembre 1372 ,medio,1,0,No,1374,marzo-aprile,1374-12-01,1374-01-01,arrotator
Blasio Corradino (Orradino),X1 = 11 dicembre 1372 ,medio,1,0,No,,None,,,(Orradino)
Tommaso di Lapo,X1 = 15 dicembre 1372,medio,1,0,No,1361,maggio-giugno,1361-02-01,1361-03-01,nan
Tommaso di Lapo,X1 = 15 dicembre 1372,medio,1,0,No,1365,ottobre-novembre,1365-07-01,1365-08-01,nan
Manfredi Buzzcarrino de Sismondi, X10 = 1 luglio 1377 // 1 luglio 1377 // 14 luglio 1377// 17 luglio 1377// 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 10 agosto 1377  // 18 agosto 1377 // 22 novembre 1377,medio,0,10,Sì,,None,,,Sismondi
Gerardo da San Casciano,X11 = 1 luglio 1377  //  7 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 25 agosto 1377// 27 ottobre 1377 // 22 novembre 1377,medio,0,11,No,1360,novembre-dicembre,1360-08-01,1360-09-01,da San Casciano
Gerardo da San Casciano,X11 = 1 luglio 1377  //  7 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 25 agosto 1377// 27 ottobre 1377 // 22 novembre 1377,medio,0,11,No,1362,novembre-dicembre,1362-08-01,1362-09-01,da San Casciano
Gerardo da San Casciano,X11 = 1 luglio 1377  //  7 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 25 agosto 1377// 27 ottobre 1377 // 22 novembre 1377,medio,0,11,No,1365,maggio-giugno-luglio,1365-02-01,1365-04-01,da San Casciano
Gerardo da San Casciano,X11 = 1 luglio 1377  //  7 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 25 agosto 1377// 27 ottobre 1377 // 22 novembre 1377,medio,0,11,No,1370,luglio-agosto,1370-04-01,1370-05-01,da San Casciano
Gerardo da San Casciano,X11 = 1 luglio 1377  //  7 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 25 agosto 1377// 27 ottobre 1377 // 22 novembre 1377,medio,0,11,No,1371,novembre-dicembre,1371-08-01,1371-09-01,da San Casciano
Gerardo da San Casciano,X11 = 1 luglio 1377  //  7 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 25 agosto 1377// 27 ottobre 1377 // 22 novembre 1377,medio,0,11,No,1375,marzo-aprile,1375-12-01,1375-01-01,da San Casciano
Gerardo da San Casciano,X11 = 1 luglio 1377  //  7 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 25 agosto 1377// 27 ottobre 1377 // 22 novembre 1377,medio,0,11,No,1377,maggio-giugno,1377-02-01,1377-03-01,da San Casciano
Gerardo da San Casciano,X11 = 1 luglio 1377  //  7 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 25 agosto 1377// 27 ottobre 1377 // 22 novembre 1377,medio,0,11,No,1380,maggio-giugno,1380-02-01,1380-03-01,da San Casciano
Gerardo da San Casciano,X11 = 1 luglio 1377  //  7 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 25 agosto 1377// 27 ottobre 1377 // 22 novembre 1377,medio,0,11,No,1383,novembre-dicembre,1383-08-01,1383-09-01,da San Casciano
Gerardo da San Casciano,X11 = 1 luglio 1377  //  7 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 25 agosto 1377// 27 ottobre 1377 // 22 novembre 1377,medio,0,11,No,1386,maggio-giugno,1386-02-01,1386-03-01,da San Casciano
Gerardo da San Casciano,X11 = 1 luglio 1377  //  7 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 25 agosto 1377// 27 ottobre 1377 // 22 novembre 1377,medio,0,11,No,1387,settembre-ottobre,1387-06-01,1387-07-01,da San Casciano
Gerardo da San Casciano,X11 = 1 luglio 1377  //  7 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 25 agosto 1377// 27 ottobre 1377 // 22 novembre 1377,medio,0,11,No,1389,luglio-agosto,1389-04-01,1389-05-01,da San Casciano
Gerardo da San Casciano,X11 = 1 luglio 1377  //  7 luglio 1377// 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 1 agosto 1377 // 6 agosto 1377// 25 agosto 1377// 27 ottobre 1377 // 22 novembre 1377,medio,0,11,No,1391,marzo-aprile,1391-12-01,1391-01-01,da San Casciano
Nicola di Nicchio,X4 = 27 luglio 1377 // 1 agosto 1377 // 7 ottobre 1377 // 2 dicembre 1377,medio,0,4,Sì,,None,,,Nicchio
Andrea da Vico,X2 =  2 agosto 1377 // 7 ottobre 1377,medio,0,2,No,1354,marzo-aprile,1354-12-01,1354-01-01,Vico
Andrea da Vico,X2 =  2 agosto 1377 // 7 ottobre 1377,medio,0,2,No,1359,settembre-ottobre,1359-06-01,1359-07-01,Vico
Andrea da Vico,X2 =  2 agosto 1377 // 7 ottobre 1377,medio,0,2,No,1366,ottobre-novembre,1366-07-01,1366-08-01,Vico
Andrea da Vico,X2 =  2 agosto 1377 // 7 ottobre 1377,medio,0,2,No,1371,luglio-agosto,1371-04-01,1371-05-01,Vico
Andrea da Vico,X2 =  2 agosto 1377 // 7 ottobre 1377,medio,0,2,No,1376,settembre-ottobre,1376-06-01,1376-07-01,Vico
Andrea da Vico,X2 =  2 agosto 1377 // 7 ottobre 1377,medio,0,2,No,1381,settembre-ottobre,1381-06-01,1381-07-01,Vico
Bernardo Astai,X1 = 2 agosto 1377,medio,0,1,No,1371,maggio-giugno,1371-02-01,1371-03-01,Astaio
Bernardo Astai,X1 = 2 agosto 1377,medio,0,1,No,1382,novembre-dicembre,1382-08-01,1382-09-01,Astaio
Piero di Lari,X1 = 5 agosto 1377,medio,0,1,No,1375,marzo-aprile,1375-12-01,1375-01-01,da Lari
Neruccio Lambardino,X1 = 5 agosto 1377,medio,0,1,No,1370,maggio-giugno,1370-02-01,1370-03-01,nan
Neruccio Lambardino,X1 = 5 agosto 1377,medio,0,1,No,1373,luglio-agosto,1373-04-01,1373-05-01,nan
Neruccio Lambardino,X1 = 5 agosto 1377,medio,0,1,No,1374,novembre-dicembre,1374-08-01,1374-09-01,nan
Neruccio Lambardino,X1 = 5 agosto 1377,medio,0,1,No,1380,marzo-aprile,1380-12-01,1380-01-01,nan
Neruccio Lambardino,X1 = 5 agosto 1377,medio,0,1,No,1384,settembre-ottobre,1384-06-01,1384-07-01,nan
Neruccio Lambardino,X1 = 5 agosto 1377,medio,0,1,No,1386,novembre-dicembre,1386-08-01,1386-09-01,nan
Neruccio Lambardino,X1 = 5 agosto 1377,medio,0,1,No,1387,gennaio-febbraio,1387-10-01,1387-11-01,nan
Duccio da Castagneto,X1 = 7 ottobre 1377,medio,0,1,Sì,,None,,,Castagneto
Manfredi de Seta,X1 = 7 ottobre 1377,medio,0,1,No,1353,settembre-ottobre,1353-06-01,1353-07-01,de Seta
Manfredi de Seta,X1 = 7 ottobre 1377,medio,0,1,No,1357,maggio-giugno,1357-02-01,1357-03-01,de Seta
Manfredi de Seta,X1 = 7 ottobre 1377,medio,0,1,No,1377,marzo-aprile,1377-12-01,1377-01-01,de Seta
"Taddeo Cartellosus, notaio",X1 = 7 ottobre 1377,medio,0,1,No,1350,gennaio-febbraio,1350-10-01,1350-11-01,notaio
"Taddeo Cartellosus, notaio",X1 = 7 ottobre 1377,medio,0,1,No,1377,novembre-dicembre,1377-08-01,1377-09-01,notaio
"Ranieri Baronti, speziale",X1 = 7 ottobre 1377,medio,0,1,No,1391,luglio-agosto,1391-04-01,1391-05-01,speziale
Nerio da San Pietro,X1 = 11 settembre 1372 ||||| X3= 1 luglio 1377// 9 luglio 1377 // 17 luglio 1377  |||| TOTALE  4,kinzica,1,1,No,1370,Marzo-Aprile,1370-12-01,1370-01-01,da San Pietro
Nerio da San Pietro,X1 = 11 settembre 1372 ||||| X3= 1 luglio 1377// 9 luglio 1377 // 17 luglio 1377  |||| TOTALE  4,kinzica,1,1,No,1376,Maggio-Giugno,1376-02-01,1376-03-01,da San Pietro
