nome,attestazioni_savi,quartiere,attestazioni_1372,attestazioni_1377,Nobile,anno,mesi,data inizio mandato,data fine mandato,famiglia
Nerio da San Pietro,X1 = 11 settembre 1372 ||||| X3= 1 luglio 1377// 9 luglio 1377 // 17 luglio 1377  |||| TOTALE  4,kinzica,1,1,No,1377,Settembre-Ottobre,1377-06-01,1377-07-01,da San Pietro
Guido Sardo,X6 = 12 settembre 1372 // 12 settembre 1372 //  7 ottobre 1372 //  25 ottobre 1372 // 19 novembre 1372 // 11 dicembre 1372 ||||| X3 = 1 luglio 1377 //  7 luglio 1377 // 15 ottobre 1377 |||| TOTALE 9,kinzica,6,6,No,1366,agosto-settembre,1366-05-01,1366-06-01,Sardo
Guido Sardo,X6 = 12 settembre 1372 // 12 settembre 1372 //  7 ottobre 1372 //  25 ottobre 1372 // 19 novembre 1372 // 11 dicembre 1372 ||||| X3 = 1 luglio 1377 //  7 luglio 1377 // 15 ottobre 1377 |||| TOTALE 9,kinzica,6,6,No,1370,luglio-agosto,1370-04-01,1370-05-01,Sardo
Guido Sardo,X6 = 12 settembre 1372 // 12 settembre 1372 //  7 ottobre 1372 //  25 ottobre 1372 // 19 novembre 1372 // 11 dicembre 1372 ||||| X3 = 1 luglio 1377 //  7 luglio 1377 // 15 ottobre 1377 |||| TOTALE 9,kinzica,6,6,No,1378,marzo-aprile,1378-12-01,1378-01-01,Sardo
Iacopo Bulla de Gualandi,X 1 = 15 novembre 1372  ||| X9 = 14 luglio 1377// 17 luglio 1377// 18 luglio 1377 // 6 agosto 1377// 25 agosto 1377// 27 agosto 1377// 7 ottobre 1377// 15 ottobre 1377// 27 ottobre 1377 //  |||| TOTALE 10,kinzica,1,1,Sì,,None,,,Gualandi
Andrea Bonconti,X5 = 12 settembre 1372 // 1 ottobre 1372 // 19 novembre 1372 // 24 novembre 1372 // 19 dicembre 1372 |||| X16 =  1 luglio 1377 // 1 luglio 1377// 17 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377// 6 agosto 1377 // 7 agosto 1377// 10 agosto 1377  // 18 agosto 1377 // 27 agosto 1377// 15 settembre 1377 // 15 ottobre 1377// 22 novembre 1377 // 26 novembre 1377 // 2 dicembre 1377 |||| TOTALE 20,kinzica,5,5,No,1370,luglio-agosto,1370-04-01,1370-05-01,Bonconti
Andrea Bonconti,X5 = 12 settembre 1372 // 1 ottobre 1372 // 19 novembre 1372 // 24 novembre 1372 // 19 dicembre 1372 |||| X16 =  1 luglio 1377 // 1 luglio 1377// 17 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377// 6 agosto 1377 // 7 agosto 1377// 10 agosto 1377  // 18 agosto 1377 // 27 agosto 1377// 15 settembre 1377 // 15 ottobre 1377// 22 novembre 1377 // 26 novembre 1377 // 2 dicembre 1377 |||| TOTALE 20,kinzica,5,5,No,1371,novembre-dicembre,1371-08-01,1371-09-01,Bonconti
Andrea Bonconti,X5 = 12 settembre 1372 // 1 ottobre 1372 // 19 novembre 1372 // 24 novembre 1372 // 19 dicembre 1372 |||| X16 =  1 luglio 1377 // 1 luglio 1377// 17 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377// 6 agosto 1377 // 7 agosto 1377// 10 agosto 1377  // 18 agosto 1377 // 27 agosto 1377// 15 settembre 1377 // 15 ottobre 1377// 22 novembre 1377 // 26 novembre 1377 // 2 dicembre 1377 |||| TOTALE 20,kinzica,5,5,No,1373,gennaio-febbraio,1373-10-01,1373-11-01,Bonconti
Andrea Bonconti,X5 = 12 settembre 1372 // 1 ottobre 1372 // 19 novembre 1372 // 24 novembre 1372 // 19 dicembre 1372 |||| X16 =  1 luglio 1377 // 1 luglio 1377// 17 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377// 6 agosto 1377 // 7 agosto 1377// 10 agosto 1377  // 18 agosto 1377 // 27 agosto 1377// 15 settembre 1377 // 15 ottobre 1377// 22 novembre 1377 // 26 novembre 1377 // 2 dicembre 1377 |||| TOTALE 20,kinzica,5,5,No,1374,marzo-aprile,1374-12-01,1374-01-01,Bonconti
Perfetto Fracasso,X5 = 12 settembre 1372 // 16 ottobre 1372 // 25 ottobre 1372 // 19 novembre 1372 // 31 novembre 1372 ||||| X4 = 1 luglio 1377  //  7 luglio 1377// 17 luglio 1377 // 1 agosto 1377  |||| TOTALE 9,kinzica,5,5,No,1352,gennaio-febbraio,1352-10-01,1352-11-01,Fracasso
Perfetto Fracasso,X5 = 12 settembre 1372 // 16 ottobre 1372 // 25 ottobre 1372 // 19 novembre 1372 // 31 novembre 1372 ||||| X4 = 1 luglio 1377  //  7 luglio 1377// 17 luglio 1377 // 1 agosto 1377  |||| TOTALE 9,kinzica,5,5,No,1352,settembre-ottobre,1352-06-01,1352-07-01,Fracasso
Perfetto Fracasso,X5 = 12 settembre 1372 // 16 ottobre 1372 // 25 ottobre 1372 // 19 novembre 1372 // 31 novembre 1372 ||||| X4 = 1 luglio 1377  //  7 luglio 1377// 17 luglio 1377 // 1 agosto 1377  |||| TOTALE 9,kinzica,5,5,No,1374,Priore Kinzica (maggio-giugno,,,Fracasso
Piero Murci,X5 = 12 settembre 1372 // 7 ottobre 1372 // 12 novembre 1372 // 15 novembre 1372 //  19 novembre 1372 ||||| X2 = 7 ottobre 1377// 22 novembre 1377 |||| TOTALE  7,kinzica,5,5,No,1351,marzo-aprile,1351-12-01,1351-01-01,nan
Piero Murci,X5 = 12 settembre 1372 // 7 ottobre 1372 // 12 novembre 1372 // 15 novembre 1372 //  19 novembre 1372 ||||| X2 = 7 ottobre 1377// 22 novembre 1377 |||| TOTALE  7,kinzica,5,5,No,1370,aprile-maggio-giugno,1370-01-01,1370-03-01,nan
Piero Murci,X5 = 12 settembre 1372 // 7 ottobre 1372 // 12 novembre 1372 // 15 novembre 1372 //  19 novembre 1372 ||||| X2 = 7 ottobre 1377// 22 novembre 1377 |||| TOTALE  7,kinzica,5,5,No,1372,luglio-agosto,1372-04-01,1372-05-01,nan
Piero Murci,X5 = 12 settembre 1372 // 7 ottobre 1372 // 12 novembre 1372 // 15 novembre 1372 //  19 novembre 1372 ||||| X2 = 7 ottobre 1377// 22 novembre 1377 |||| TOTALE  7,kinzica,5,5,No,1372,maggio-giugno,1372-02-01,1372-03-01,nan
Piero Murci,X5 = 12 settembre 1372 // 7 ottobre 1372 // 12 novembre 1372 // 15 novembre 1372 //  19 novembre 1372 ||||| X2 = 7 ottobre 1377// 22 novembre 1377 |||| TOTALE  7,kinzica,5,5,No,1379,novembre-dicembre,1379-08-01,1379-09-01,nan
Piero Murci,X5 = 12 settembre 1372 // 7 ottobre 1372 // 12 novembre 1372 // 15 novembre 1372 //  19 novembre 1372 ||||| X2 = 7 ottobre 1377// 22 novembre 1377 |||| TOTALE  7,kinzica,5,5,No,1381,luglio-agosto,1381-04-01,1381-05-01,nan
Lorenzo Bindacci,X 2 = 12 settembre 1372 // 7 ottobre 1372 ,kinzica,2,0,No,1352,luglio-agosto,1352-04-01,1352-05-01,Bindacci
Lorenzo Bindacci,X 2 = 12 settembre 1372 // 7 ottobre 1372 ,kinzica,2,0,No,1373,settembre-ottobre,1373-06-01,1373-07-01,Bindacci
Lorenzo Bindacci,X 2 = 12 settembre 1372 // 7 ottobre 1372 ,kinzica,2,0,No,1374,gennaio-febbraio,1374-10-01,1374-11-01,Bindacci
Gerardo di Bartolomeo Gambacorta,X 2 = 12 settembre 1372 // 7 ottobre 1372 |||||| X4=  7 luglio 1377 // 7 luglio 1377// 7 ottobre 1377// 27 ottobre 1377  |||| TOTALE 6,kinzica,2,2,No,1372,novembre-dicembre,1372-08-01,1372-09-01,Gambacorta
Gerardo di Bartolomeo Gambacorta,X 2 = 12 settembre 1372 // 7 ottobre 1372 |||||| X4=  7 luglio 1377 // 7 luglio 1377// 7 ottobre 1377// 27 ottobre 1377  |||| TOTALE 6,kinzica,2,2,No,1374,novembre-dicembre,1374-08-01,1374-09-01,Gambacorta
Gerardo di Bartolomeo Gambacorta,X 2 = 12 settembre 1372 // 7 ottobre 1372 |||||| X4=  7 luglio 1377 // 7 luglio 1377// 7 ottobre 1377// 27 ottobre 1377  |||| TOTALE 6,kinzica,2,2,No,1377,luglio-agosto,1377-04-01,1377-05-01,Gambacorta
Gerardo di Bartolomeo Gambacorta,X 2 = 12 settembre 1372 // 7 ottobre 1372 |||||| X4=  7 luglio 1377 // 7 luglio 1377// 7 ottobre 1377// 27 ottobre 1377  |||| TOTALE 6,kinzica,2,2,No,1380,marzo-aprile,1380-12-01,1380-01-01,Gambacorta
Nicola Salmuli,X 7 = 12 settembre 1372 // 7 ottobre 1372 // 16 ottobre 1372 // 25 ottobre 1372 // 6 novembre 1372 // 31 novembre 1372 // 11 dicembre 1372 ,kinzica,7,0,No,1355,settembre-ottobre,1355-06-01,1355-07-01,nan
Nicola Salmuli,X 7 = 12 settembre 1372 // 7 ottobre 1372 // 16 ottobre 1372 // 25 ottobre 1372 // 6 novembre 1372 // 31 novembre 1372 // 11 dicembre 1372 ,kinzica,7,0,No,1373,maggio-giugno,1373-02-01,1373-03-01,nan
Nicola Salmuli,X 7 = 12 settembre 1372 // 7 ottobre 1372 // 16 ottobre 1372 // 25 ottobre 1372 // 6 novembre 1372 // 31 novembre 1372 // 11 dicembre 1372 ,kinzica,7,0,No,1381,gennaio-febbraio,1381-10-01,1381-11-01,nan
Nicola Salmuli,X 7 = 12 settembre 1372 // 7 ottobre 1372 // 16 ottobre 1372 // 25 ottobre 1372 // 6 novembre 1372 // 31 novembre 1372 // 11 dicembre 1372 ,kinzica,7,0,No,1384,settembre-ottobre,1384-06-01,1384-07-01,nan
Nicola Salmuli,X 7 = 12 settembre 1372 // 7 ottobre 1372 // 16 ottobre 1372 // 25 ottobre 1372 // 6 novembre 1372 // 31 novembre 1372 // 11 dicembre 1372 ,kinzica,7,0,No,1391,luglio-agosto,1391-04-01,1391-05-01,nan
"Guido da Campo, notaio",X1 = 12 settembre 1372 ||||  X1= 7 ottobre 1377  |||| TOTALE 2 ,kinzica,1,1,No,1366,aprile-maggio,1366-01-01,1366-02-01,notaio
"Guido da Campo, notaio",X1 = 12 settembre 1372 ||||  X1= 7 ottobre 1377  |||| TOTALE 2 ,kinzica,1,1,No,1370,marzo-aprile,1370-12-01,1370-01-01,notaio
"Guido da Campo, notaio",X1 = 12 settembre 1372 ||||  X1= 7 ottobre 1377  |||| TOTALE 2 ,kinzica,1,1,No,1385,novembre-dicembre,1385-08-01,1385-09-01,notaio
"Guido da Campo, notaio",X1 = 12 settembre 1372 ||||  X1= 7 ottobre 1377  |||| TOTALE 2 ,kinzica,1,1,No,1390,marzo-aprile,1390-12-01,1390-01-01,notaio
Guglielmo de Seta,X1 = 26 Settembre 1372 |||  X1 = 7 ottobre 1377 |||| TOTALE 2,kinzica,1,1,No,1371,novembre-dicembre,1371-08-01,1371-09-01,Seta
Guglielmo de Seta,X1 = 26 Settembre 1372 |||  X1 = 7 ottobre 1377 |||| TOTALE 2,kinzica,1,1,No,1382,settembre-ottobre,1382-06-01,1382-07-01,Seta
Pietro Gambacorta,X 3 = 12 settembre 1372 // 1 ottobre 1372 // 13 novembre 1372 // ,kinzica,3,0,No,1350,novembre-dicembre,1350-08-01,1350-09-01,Gambacorta
Pietro Gambacorta,X 3 = 12 settembre 1372 // 1 ottobre 1372 // 13 novembre 1372 // ,kinzica,3,0,No,1352,settembre-ottobre,1352-06-01,1352-07-01,Gambacorta
Pietro Gambacorta,X 3 = 12 settembre 1372 // 1 ottobre 1372 // 13 novembre 1372 // ,kinzica,3,0,No,1354,maggio-giugno,1354-02-01,1354-03-01,Gambacorta
Pietro Gambacorta,X 3 = 12 settembre 1372 // 1 ottobre 1372 // 13 novembre 1372 // ,kinzica,3,0,No,1355,marzo-aprile-maggio Priore,,,Gambacorta
Bartalo Murci,X6 = 1 ottobre 1372 // 6 novembre 1372 // 12 novembre 1372 // 15 novembre 1372 // 11 dicembre 1372 // 19 dicembre 1372 ,kinzica,6,0,No,1351,gennaio-febbraio,1351-10-01,1351-11-01,Murci
Bartalo Murci,X6 = 1 ottobre 1372 // 6 novembre 1372 // 12 novembre 1372 // 15 novembre 1372 // 11 dicembre 1372 // 19 dicembre 1372 ,kinzica,6,0,No,1354,marzo-aprile,1354-12-01,1354-01-01,Murci
Bartalo Murci,X6 = 1 ottobre 1372 // 6 novembre 1372 // 12 novembre 1372 // 15 novembre 1372 // 11 dicembre 1372 // 19 dicembre 1372 ,kinzica,6,0,No,1366,gennaio-febbraio-marzo,1366-10-01,1366-12-01,Murci
Bartalo Murci,X6 = 1 ottobre 1372 // 6 novembre 1372 // 12 novembre 1372 // 15 novembre 1372 // 11 dicembre 1372 // 19 dicembre 1372 ,kinzica,6,0,No,1369,settembre-gennaio,1369-06-01,1369-10-01,Murci
Bartalo Cinquini,X 5 = 1 ottobre 1372 // 15 novembre 1372 // 31 movembre 1372 // 11 dicembre 1372 // 19 dicembre 1372 ,kinzica,5,0,No,1353,settembre-ottobre,1353-06-01,1353-07-01,Cinquina
Bartalo Cinquini,X 5 = 1 ottobre 1372 // 15 novembre 1372 // 31 movembre 1372 // 11 dicembre 1372 // 19 dicembre 1372 ,kinzica,5,0,No,1372,marzo-aprile,1372-12-01,1372-01-01,Cinquina
Simone da San Casciano (di Ranieri o di Lapo o di Piero) ? Entrambi ben visibili nell'anzianato,X4 =  18 ottobre 1372 // 19 novembre 1372 // 15 dicembre 1372 // 19 dicembre 1372 ||||| X5=  17 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 16 agosto 1377 // 18 agosto 1377  |||| TOTALE 9,kinzica,4,4,No,1358,luglio-agosto,1358-04-01,1358-05-01,nell'anzianato
Simone da San Casciano (di Ranieri o di Lapo o di Piero) ? Entrambi ben visibili nell'anzianato,X4 =  18 ottobre 1372 // 19 novembre 1372 // 15 dicembre 1372 // 19 dicembre 1372 ||||| X5=  17 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 16 agosto 1377 // 18 agosto 1377  |||| TOTALE 9,kinzica,4,4,No,1360,maggio-giugno,1360-02-01,1360-03-01,nell'anzianato
Simone da San Casciano (di Ranieri o di Lapo o di Piero) ? Entrambi ben visibili nell'anzianato,X4 =  18 ottobre 1372 // 19 novembre 1372 // 15 dicembre 1372 // 19 dicembre 1372 ||||| X5=  17 luglio 1377// 18 luglio 1377 // 27 luglio 1377 // 16 agosto 1377 // 18 agosto 1377  |||| TOTALE 9,kinzica,4,4,No,1363,settembre-ottobre,1363-06-01,1363-07-01,nell'anzianato
"Francesco Borromei, faber",X2 = 16 ottobre 1372 // 12 novembre 1372 ||||  X11 = 7 luglio 1377 // 8 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 31 luglio 1377// 5 agosto 1377// 6 agosto 1377// 14 agosto 1377// 7 ottobre 1377 // 9 ottobre 1377 // 22 novembre 1377 |||| TOTALE 13 ,kinzica,2,2,No,1370,luglio-agosto,1370-04-01,1370-05-01,faber
"Francesco Borromei, faber",X2 = 16 ottobre 1372 // 12 novembre 1372 ||||  X11 = 7 luglio 1377 // 8 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 31 luglio 1377// 5 agosto 1377// 6 agosto 1377// 14 agosto 1377// 7 ottobre 1377 // 9 ottobre 1377 // 22 novembre 1377 |||| TOTALE 13 ,kinzica,2,2,No,1372,maggio-giugno,1372-02-01,1372-03-01,faber
"Francesco Borromei, faber",X2 = 16 ottobre 1372 // 12 novembre 1372 ||||  X11 = 7 luglio 1377 // 8 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 31 luglio 1377// 5 agosto 1377// 6 agosto 1377// 14 agosto 1377// 7 ottobre 1377 // 9 ottobre 1377 // 22 novembre 1377 |||| TOTALE 13 ,kinzica,2,2,No,1374,novembre-dicembre,1374-08-01,1374-09-01,faber
"Francesco Borromei, faber",X2 = 16 ottobre 1372 // 12 novembre 1372 ||||  X11 = 7 luglio 1377 // 8 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 31 luglio 1377// 5 agosto 1377// 6 agosto 1377// 14 agosto 1377// 7 ottobre 1377 // 9 ottobre 1377 // 22 novembre 1377 |||| TOTALE 13 ,kinzica,2,2,No,1377,maggio-giugno,1377-02-01,1377-03-01,faber
"Francesco Borromei, faber",X2 = 16 ottobre 1372 // 12 novembre 1372 ||||  X11 = 7 luglio 1377 // 8 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 31 luglio 1377// 5 agosto 1377// 6 agosto 1377// 14 agosto 1377// 7 ottobre 1377 // 9 ottobre 1377 // 22 novembre 1377 |||| TOTALE 13 ,kinzica,2,2,No,1379,luglio-agosto,1379-04-01,1379-05-01,faber
"Francesco Borromei, faber",X2 = 16 ottobre 1372 // 12 novembre 1372 ||||  X11 = 7 luglio 1377 // 8 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 31 luglio 1377// 5 agosto 1377// 6 agosto 1377// 14 agosto 1377// 7 ottobre 1377 // 9 ottobre 1377 // 22 novembre 1377 |||| TOTALE 13 ,kinzica,2,2,No,1384,marzo-aprile,1384-12-01,1384-01-01,faber
"Francesco Borromei, faber",X2 = 16 ottobre 1372 // 12 novembre 1372 ||||  X11 = 7 luglio 1377 // 8 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 31 luglio 1377// 5 agosto 1377// 6 agosto 1377// 14 agosto 1377// 7 ottobre 1377 // 9 ottobre 1377 // 22 novembre 1377 |||| TOTALE 13 ,kinzica,2,2,No,1386,luglio-agosto,1386-04-01,1386-05-01,faber
"Francesco Borromei, faber",X2 = 16 ottobre 1372 // 12 novembre 1372 ||||  X11 = 7 luglio 1377 // 8 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 31 luglio 1377// 5 agosto 1377// 6 agosto 1377// 14 agosto 1377// 7 ottobre 1377 // 9 ottobre 1377 // 22 novembre 1377 |||| TOTALE 13 ,kinzica,2,2,No,1387,gennaio-febbraio,1387-10-01,1387-11-01,faber
"Francesco Borromei, faber",X2 = 16 ottobre 1372 // 12 novembre 1372 ||||  X11 = 7 luglio 1377 // 8 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 31 luglio 1377// 5 agosto 1377// 6 agosto 1377// 14 agosto 1377// 7 ottobre 1377 // 9 ottobre 1377 // 22 novembre 1377 |||| TOTALE 13 ,kinzica,2,2,No,1389,novembre-dicembre,1389-08-01,1389-09-01,faber
Ranieri Bonifazi de Gualandi,X1 = 25 ottobre 1372 ||| X1 = 22 novembre 1377  |||| TOTALE 2,kinzica,1,1,Sì,,None,,,Gualandi
Piero Tozi,X4 = 25 ottobre 1372 // 6 novembre 1372 // 12 novembre 1372 // 19 novembre 1372 ||||| X4 = 14 luglio 1377// 17 luglio 1377// 6 agosto 1377// 10 agosto 1377  |||| TOTALE 8,kinzica,4,4,No,1370,gennaio-febbraio,1370-10-01,1370-11-01,Tozi
Piero Tozi,X4 = 25 ottobre 1372 // 6 novembre 1372 // 12 novembre 1372 // 19 novembre 1372 ||||| X4 = 14 luglio 1377// 17 luglio 1377// 6 agosto 1377// 10 agosto 1377  |||| TOTALE 8,kinzica,4,4,No,1374,luglio-agosto,1374-04-01,1374-05-01,Tozi
Piero Tozi,X4 = 25 ottobre 1372 // 6 novembre 1372 // 12 novembre 1372 // 19 novembre 1372 ||||| X4 = 14 luglio 1377// 17 luglio 1377// 6 agosto 1377// 10 agosto 1377  |||| TOTALE 8,kinzica,4,4,No,1377,gennaio-febbraio,1377-10-01,1377-11-01,Tozi
Piero Tozi,X4 = 25 ottobre 1372 // 6 novembre 1372 // 12 novembre 1372 // 19 novembre 1372 ||||| X4 = 14 luglio 1377// 17 luglio 1377// 6 agosto 1377// 10 agosto 1377  |||| TOTALE 8,kinzica,4,4,No,1380,maggio-giugno,1380-02-01,1380-03-01,Tozi
Piero Tozi,X4 = 25 ottobre 1372 // 6 novembre 1372 // 12 novembre 1372 // 19 novembre 1372 ||||| X4 = 14 luglio 1377// 17 luglio 1377// 6 agosto 1377// 10 agosto 1377  |||| TOTALE 8,kinzica,4,4,No,1386,maggio-giugno,1386-02-01,1386-03-01,Tozi
Piero Tozi,X4 = 25 ottobre 1372 // 6 novembre 1372 // 12 novembre 1372 // 19 novembre 1372 ||||| X4 = 14 luglio 1377// 17 luglio 1377// 6 agosto 1377// 10 agosto 1377  |||| TOTALE 8,kinzica,4,4,No,1388,novembre-dicembre,1388-08-01,1388-09-01,Tozi
Piero Tozi,X4 = 25 ottobre 1372 // 6 novembre 1372 // 12 novembre 1372 // 19 novembre 1372 ||||| X4 = 14 luglio 1377// 17 luglio 1377// 6 agosto 1377// 10 agosto 1377  |||| TOTALE 8,kinzica,4,4,No,1390,maggio-giugno,1390-02-01,1390-03-01,Tozi
Piero Tozi,X4 = 25 ottobre 1372 // 6 novembre 1372 // 12 novembre 1372 // 19 novembre 1372 ||||| X4 = 14 luglio 1377// 17 luglio 1377// 6 agosto 1377// 10 agosto 1377  |||| TOTALE 8,kinzica,4,4,No,1392,maggio-giugno,1392-02-01,1392-03-01,Tozi
Ranieri Bulla de Gualandi,X2 = 15 novembre 1372 // 31 novembre 1372 |||||| X 8 = 17 luglio 1377 // 18 luglio 1377 // 10 agosto 1377 // 14 agosto 1377 // 16 agosto 1377 // 16 agosto 1377 // 18 agosto 1377  // 2 dicembre 1377  |||| TOTALE 10,kinzica,2,2,Sì,,None,,,Gualandi
Corso di Rodolfo,X2 = 15 novembre 1372 // 19 novembre 1372 ,kinzica,2,0,No,1372,settembre-ottobre,1372-06-01,1372-07-01,Rodolfo
Corso di Rodolfo,X2 = 15 novembre 1372 // 19 novembre 1372 ,kinzica,2,0,No,1375,gennaio-febbraio,1375-10-01,1375-11-01,Rodolfo
Corso di Rodolfo,X2 = 15 novembre 1372 // 19 novembre 1372 ,kinzica,2,0,No,1377,novembre-dicembre,1377-08-01,1377-09-01,Rodolfo
Michele Gettalebraccia,X1 = 19 novembre 1372,kinzica,1,0,No,,None,,,Gettalebraccia
Andrea Gambacorta,X1 = 24 novembre 1372 ||||| X13 = 9 luglio 1377// 10 luglio 1377 // 14 luglio 1377// 17 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377// 5 agosto 1377// 6 agosto 1377 // 7 agosto 1377// 14 agosto 1377 // 16 agosto 1377 // 18 agosto 1377  |||| TOTALE 14,kinzica,1,1,No,1372,settembre-ottobre,1372-06-01,1372-07-01,Gambacorta
Andrea Gambacorta,X1 = 24 novembre 1372 ||||| X13 = 9 luglio 1377// 10 luglio 1377 // 14 luglio 1377// 17 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377// 5 agosto 1377// 6 agosto 1377 // 7 agosto 1377// 14 agosto 1377 // 16 agosto 1377 // 18 agosto 1377  |||| TOTALE 14,kinzica,1,1,No,1375,luglio-agosto,1375-04-01,1375-05-01,Gambacorta
Andrea Gambacorta,X1 = 24 novembre 1372 ||||| X13 = 9 luglio 1377// 10 luglio 1377 // 14 luglio 1377// 17 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377// 5 agosto 1377// 6 agosto 1377 // 7 agosto 1377// 14 agosto 1377 // 16 agosto 1377 // 18 agosto 1377  |||| TOTALE 14,kinzica,1,1,No,1376,marzo-aprile,1376-12-01,1376-01-01,Gambacorta
Andrea Gambacorta,X1 = 24 novembre 1372 ||||| X13 = 9 luglio 1377// 10 luglio 1377 // 14 luglio 1377// 17 luglio 1377// 18 luglio 1377  // 26 luglio 1377// 27 luglio 1377// 5 agosto 1377// 6 agosto 1377 // 7 agosto 1377// 14 agosto 1377 // 16 agosto 1377 // 18 agosto 1377  |||| TOTALE 14,kinzica,1,1,No,1380,novembre-dicembre,1380-08-01,1380-09-01,Gambacorta
"Giovanni Giunta Palmieri da Cascina, notaio",X2 = 11 dicembre 1372 // 19 dicembre 1372 ,kinzica,2,0,No,1371,gennaio-febbraio,1371-10-01,1371-11-01,notaio
"Giovanni Giunta Palmieri da Cascina, notaio",X2 = 11 dicembre 1372 // 19 dicembre 1372 ,kinzica,2,0,No,1385,settembre-ottobre,1385-06-01,1385-07-01,notaio
"Giovanni Giunta Palmieri da Cascina, notaio",X2 = 11 dicembre 1372 // 19 dicembre 1372 ,kinzica,2,0,No,1388,marzo-aprile,1388-12-01,1388-01-01,notaio
Giovanni Stefani,X1 = 31 novembre 1372 ,kinzica,1,0,No,,Famiglia molto rappresentata,,,nan
Francesco Bonconti,X1 = 31 novembre 1372 ||||| X1 = 1 luglio 1377  |||| TOTALE 2 ,kinzica,1,1,No,,Famiglia molto rappresentata,,,Bonconti
"Giovanni Barucci, pellicciao",X1 = 11 dicembre 1372 ,kinzica,1,0,No,1355,luglio-agosto,1355-04-01,1355-05-01,pellicciao
"Giovanni Barucci, pellicciao",X1 = 11 dicembre 1372 ,kinzica,1,0,No,1372,gennaio-febbraio,1372-10-01,1372-11-01,pellicciao
"Piero da Cevoli, notaio",X1= 15 dicembre 1372 |||  X1 = 7 ottobre 1377 |||| TOTALE 2,kinzica,1,1,No,1369,marzo-aprile,1369-12-01,1369-01-01,notaio
"Piero da Cevoli, notaio",X1= 15 dicembre 1372 |||  X1 = 7 ottobre 1377 |||| TOTALE 2,kinzica,1,1,No,1374,luglio-agosto,1374-04-01,1374-05-01,notaio
"Piero da Cevoli, notaio",X1= 15 dicembre 1372 |||  X1 = 7 ottobre 1377 |||| TOTALE 2,kinzica,1,1,No,1390,gennaio-febbraio,1390-10-01,1390-11-01,notaio
Giovanni Manninghi,X1= 15 dicembre 1372 ,kinzica,1,0,No,1353,marzo-aprile,1353-12-01,1353-01-01,Manninghi
Giovanni Manninghi,X1= 15 dicembre 1372 ,kinzica,1,0,No,1365,marzo-aprile,1365-12-01,1365-01-01,Manninghi
Giovanni Manninghi,X1= 15 dicembre 1372 ,kinzica,1,0,No,1373,novembre-dicembre,1373-08-01,1373-09-01,Manninghi
Pietro Gualandi, X9 = 1 luglio 1377 // 1 luglio 1377 //  7 luglio 1377// 10 luglio 1377 // 14 luglio 1377// 14 agosto 1377 // 16 agosto 1377 // 18 agosto 1377 // 7 ottobre 1377,kinzica,0,9,Sì,,None,,,Gualandi
Corso Murcio,X1 = 1 luglio 1377 ,kinzica,0,1,No,1353,novembre-dicembre,1353-08-01,1353-09-01,Murcio
Opizzo de Gualandi,X4 = 1 luglio 1377 // 17 luglio 1377 // 15 settembre 1377 // 7 ottobre 1377,kinzica,0,4,Sì,,None,,,Gualandi
Piero da Colle,X9 = 1 luglio 1377 //  7 luglio 1377 // 14 luglio 1377 // 26 luglio 1377// 31 luglio 1377// 5 agosto 1377// 6 agosto 1377// 14 agosto 1377 // 16 agosto 1377,kinzica,0,9,No,1352,settembre-ottobre,1352-06-01,1352-07-01,Colle
Piero da Colle,X9 = 1 luglio 1377 //  7 luglio 1377 // 14 luglio 1377 // 26 luglio 1377// 31 luglio 1377// 5 agosto 1377// 6 agosto 1377// 14 agosto 1377 // 16 agosto 1377,kinzica,0,9,No,1366,marzo-aprile,1366-12-01,1366-01-01,Colle
Piero da Colle,X9 = 1 luglio 1377 //  7 luglio 1377 // 14 luglio 1377 // 26 luglio 1377// 31 luglio 1377// 5 agosto 1377// 6 agosto 1377// 14 agosto 1377 // 16 agosto 1377,kinzica,0,9,No,1369,gennaio-febbraio,1369-10-01,1369-11-01,Colle
Piero da Colle,X9 = 1 luglio 1377 //  7 luglio 1377 // 14 luglio 1377 // 26 luglio 1377// 31 luglio 1377// 5 agosto 1377// 6 agosto 1377// 14 agosto 1377 // 16 agosto 1377,kinzica,0,9,No,1372,novembre-dicembre,1372-08-01,1372-09-01,Colle
