numero mandato,data inizio mandato,data fine mandato,nome,nota,altra nota,anno,mesi,note data,ruolo,quartiere
52,1378-04-01,1378-05-01,Iulianus Massei de Cascina,de Cascina,,1378,Luglio-Agosto,,anziano #1,foriporta
53,1378-06-01,1378-07-01,Iohannes Francisci Griffi,Griffi,,1378,Settembre-Ottobre,,anziano #1,foriporta
54,1378-08-01,1378-09-01,Gerardus Agliata q. Ser Coli,Alliata,,1378,Novembre-Dicembre,M. V. D. PETRUS DE GAMBACURTIS etc. ET NOB. ET POTENS VIR FRANCISCUS D. ANDREOCTI MILES DE SPOLETO COMES DE CAMPELLO P. P. ET CAPIT. SUPRAS,anziano #1,foriporta
55,1378-10-01,1378-11-01,Neruccius Porcellini,,,1378,Gennaio-Febbraio,,anziano #1,foriporta
56,1378-12-01,1379-01-01,Bectus Puccii Cilla,,,1378-1379,Marzo-Aprile,,anziano #1,foriporta
57,1379-02-01,1379-03-01,Bonaccursus Alliata,Alliata,,1379,Maggio-Giugno,,anziano #1,foriporta
58,1379-04-01,1379-05-01,Bindus Malacalsa,Malacalsa,,1379,Luglio-Agosto,M. V. D. PETRUS DE GAMBACURTIS etc. SUPR. P. P. ET D. LUDOVICUS DE ARIMINO LEG. DOCT. C. P. P,anziano #1,foriporta
59,1379-06-01,1379-07-01,Tomasus Iannis,,,1379,Settembre-Ottobre,,anziano #1,foriporta
60,1379-08-01,1379-09-01,Ranerius Becti Alliate,Alliata,,1379,Novembre-Dicembre,,anziano #1,foriporta
61,1379-10-01,1379-11-01,Fanuccius Ser Celli Rossi,Del Rosso,,1379,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET POT. VIR D. PETRUS DE SALIMBENIBUS DE SENIS MILES. P. P,anziano #1,foriporta
62,1379-12-01,1380-01-01,Marcus Puccii Rossi,Del Rosso,,1379-1380,Marzo-Aprile,,anziano #1,foriporta
63,1380-02-01,1380-03-01,Filippus Ser Bernardi Salvi,,,1380,Maggio-Giugno,,anziano #1,foriporta
64,1380-04-01,1380-05-01,Michael Cini,,Aurifex,1380,Luglio-Agosto,M. V. D. PETRUS DE GAMBACURTIS etc. D. LUDOVICUS DE ARIMINO C. P. P. SUPR. USQUE AD DIEM SECUNDUM AUG. ET POSTEA EGREG. LEG. DOCT. D. TADDEUS DE MOLCIS DE PARMA C. P. P.,anziano #1,foriporta
65,1380-06-01,1380-07-01,Neruccius,,Setaiolus,1380,Settembre-Ottobre,,anziano #1,foriporta
66,1380-08-01,1380-09-01,Iohannes Francisci Frassi,,,1380,Novembre-Dicembre,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET POT. VIR D. NINALBERTUS DE TUDERTO MIL. P. P. ET D. C. P. P. SUPR.,anziano #1,foriporta
67,1380-10-01,1380-11-01,Iohannes Gaddi Arlocti,Arlocti,,1380,Gennaio-Febbraio,,anziano #1,foriporta
68,1380-12-01,1381-01-01,Fanus Bonaventure,,Barberius,1380-1381,Marzo-Aprile,,anziano #1,foriporta
69,1381-02-01,1381-03-01,Gaddus Cilla,,,1381,Maggio-Giugno,,anziano #1,foriporta
70,1381-04-01,1381-05-01,Franciscus Ser Coli Facche,,,1381,Luglio-Agosto,,anziano #1,foriporta
71,1381-06-01,1381-07-01,Lapus Francisci Griffi,Griffi,,1381,Settembre-Ottobre,,anziano #1,foriporta
72,1381-08-01,1381-09-01,Colus Ursarelli,,,1381,Novembre-Dicembre,M. V. D. PETRUS DE GAMBACURTIS etc. D. P. P. SUPRASCRIPT. ET D. IACOBUS DE BROCCARDIS DE YMOLA LEG. DOCT. C. P. P. ,anziano #1,foriporta
73,1381-10-01,1381-11-01,Rainerius Ughi de Cascina,de Cascina,,1381,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. DOM. P. SUPRASCRIPTUS ET D. PETRUS DE SPOLETO MIL. COMES DE CAMPELLO NUNC P. P. PRO UNO ANNO INCEPTO  DIE QUINTADECIMA MENS. IANUAR. ET D. C. P. P. SUPRASCRIPT,anziano #1,foriporta
74,1381-12-01,1382-01-01,Michael Neruccii Malpilei,Malpiglio (?),,1381-1382,Marzo-Aprile,,anziano #1,foriporta
75,1382-02-01,1382-03-01,Bonaiuncta de Calcinaria,de Calcinaria,,1382,Maggio-Giugno,,anziano #1,foriporta
76,1382-04-01,1382-05-01,Gerardus Salimbenis Amoris mortuus est in offitio die XVI iulii et loco eius electus est die XVI iulii pro tempore finiendo In kal. sept. Fatius Gaddi Patroculus.,,,1382,Luglio-Agosto,,anziano #1,foriporta
77,1382-06-01,1382-07-01,Iacobus Celli Rossus,Rossus,,1382,Settembre-Ottobre,,anziano #1,foriporta
78,1382-08-01,1382-09-01,Francischus Iohannis de Rillione,de Rillione,,1382,Novembre-Dicembre,,anziano #1,foriporta
79,1382-10-01,1382-11-01,Ludovicus Nerii Sciancati,Sciancati (?),,1382,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. ET D. CRISPOLTUS DE VIGNONIBUS DE PERUSIO LEG. DOCT. C. P. P. ,anziano #1,foriporta
80,1382-12-01,1383-01-01,Bartholomeus Bindochus,Bindochus,,1382-1383,Marzo-Aprile,M. V. D. PETRUS DE GAMBACURTIS etc. ET MAGNIF. VIR D. IACOBUS DE PRESBITERIS DE BONONIA MIL. ET LEG. DOCT. P. P. ET C. SUPRAS,anziano #1,foriporta
81,1383-02-01,1383-03-01,Iacobus Benedicti de Appiano,de Appiano,,1383,Maggio-Giugno,,anziano #1,foriporta
82,1383-04-01,1383-05-01,Iacobus Ser Iohannis Borigli,,,1383,Luglio-Agosto,,anziano #1,foriporta
83,1383-06-01,1383-07-01,Ginus Lippi Alliate,Alliata,,1383,Settembre-Ottobre,,anziano #1,foriporta
84,1383-08-01,1383-09-01,Marianus Armansoris,,,1383,Novembre-Dicembre,,anziano #1,foriporta
85,1383-10-01,1383-11-01,Franciscus Fallere,del Falleria (?),Lanuarius,1383,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. ET EGREGIUS ET SAPIENS VIR D. OPISONUS DE ALIDOSIIS DE YMOLA P. P. ET D. BELLEBUONUS DE VITERBIO LEG. DOCT. ,anziano #1,foriporta
86,1383-12-01,1384-01-01,Marianus de Vada,de Vada,,1383-1384,Marzo-Aprile,,anziano #1,foriporta
87,1384-02-01,1384-03-01,Iohannes Filippi Agliata,Alliata,,1384,Maggio-Giugno,,anziano #1,foriporta
88,1384-04-01,1384-05-01,Bartholomeus Iohannis Catelli,,,1384,Luglio-Agosto,,anziano #1,foriporta
89,1384-06-01,1384-07-01,Cellinus Orlandi,Orlandi (?),,1384,Settembre-Ottobre,,anziano #1,foriporta
90,1384-08-01,1384-09-01,Iohannes Ser Francisci Tinti de Vico,de Vico,,1384,Novembre-Dicembre,M. ET P. V. D. PETRUS DE GAMBACURTIS etc. EGREG. LEG. DOCT. D. FULCHINUS DE PLAGENTIA C. P. P,anziano #1,foriporta
91,1384-10-01,1384-11-01,Mactheus,,Aurifex,1384,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET EGR. MIL. D. ORLANDUS DE MALEVOLTIS DE SENIS P. P. ET D. C. P. P. SUPRASCRIPT,anziano #1,foriporta
92,1384-12-01,1385-01-01,Antonius Ser Angeli de Montefosculi,de Montefosculi,,1384-1385,Marzo-Aprile,,anziano #1,foriporta
93,1385-02-01,1385-03-01,Bartholomeus Ser Francisci Bellebuono,,,1385,Maggio-Giugno,,anziano #1,foriporta
94,1385-04-01,1385-05-01,Pierus Ser Iohannis Ser Lupi de Sancto Michaele,de Sancto Michaele,,1385,Luglio-Agosto,,anziano #1,foriporta
95,1385-06-01,1385-07-01,Antonius Grassulinus,Grassulinus,,1385,Settembre-Ottobre,,anziano #1,foriporta
96,1385-08-01,1385-09-01,Franciscus Pieri Nocchi,,,1385,Novembre-Dicembre,,anziano #1,foriporta
97,1385-10-01,1385-11-01,Iacobus Frassi,,,1385,Gennaio-Febbraio,PETRUS DE GAMBACURTIS etc. ET NOB. ET SAPIENS VIR D. ROBERTUS MARII DE EXCULO MIL. P. P. ET EGREG. LEG. DOCT. D. MANFREDUS DE GILIBERTIS DE SPOLETO,anziano #1,foriporta
98,1385-12-01,1386-01-01,Paulus Francisci,,Aurifex,1385-1386,Marzo-Aprile,,anziano #1,foriporta
99,1386-02-01,1386-03-01,Iohannes Pieri Malpilei,Malpiglio (?),,1386,Maggio-Giugno,,anziano #1,foriporta
100,1386-04-01,1386-05-01,Iohannes Ser Laurentii Salvi,,Aurifex,1386,Luglio-Agosto,,anziano #1,foriporta
101,1386-06-01,1386-07-01,Henricus Francisci Ranerii,,,1386,Settembre-Ottobre,,anziano #1,foriporta
102,1386-08-01,1386-09-01,Vincellarius Gerardi,,Spetiarius,1386,Novembre-Dicembre,,anziano #1,foriporta
103,1386-10-01,1386-11-01,Bartholomeus Francisci Bellebuoni,,,1386,Gennaio-Febbraio,"M. V. D. PETRUS DE GAMBACURTIS etc. D. THOMASUS DE TROCCHIS DE YMOLA PIS. POTEST. ET D. MANFREDUS DE GILIBERTIS C. P. P. PRO DIEBUS VIGINTI IANUARII INFRASCRIPTI, ET EGREG. LEG. DOCT. D. STEFANUS DE CRESCENTIBUS DE AMELIA PRO RELIQUO TEMPORE. ",anziano #1,foriporta
104,1386-12-01,1387-01-01,Francischus Iohannis Chelli,,,1386-1387,Marzo-Aprile,,anziano #1,foriporta
105,1387-02-01,1387-03-01,Antonius Francisci Facche,,,1387,Maggio-Giugno,,anziano #1,foriporta
106,1387-04-01,1387-05-01,Michael Bartholomei,,Spetiarius,1387,Luglio-Agosto,,anziano #1,foriporta
107,1387-06-01,1387-07-01,Franciscus Celli,,Pacterius,1387,Settembre-Ottobre,,anziano #1,foriporta
108,1387-08-01,1387-09-01,Bonaccursus Simonis,,Spetiarius,1387,Novembre-Dicembre,,anziano #1,foriporta
109,1387-10-01,1387-11-01,Antonius Iohannis Cepti,,,1387,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET POT. VIR D. TOMASUS DE ANGELELLIS DE BONONIA MIL. ET LEG. DOCT. P. P. ET D. NICOLAUS DE CALVIS DE ROMA,anziano #1,foriporta
110,1387-12-01,1388-01-01,Gallus Stefani,,Setaiolus,1387-1388,Marzo-Aprile,,anziano #1,foriporta
111,1388-02-01,1388-03-01,Marcus Bartali Murcii,,,1388,Maggio-Giugno,,anziano #1,foriporta
112,1388-04-01,1388-05-01,Andreas Tomasi,,,1388,Luglio-Agosto,,anziano #1,foriporta
113,1388-06-01,1388-07-01,Mactheus Francisci Bodda,,,1388,Settembre-Ottobre,,anziano #1,foriporta
114,1388-08-01,1388-09-01,Ninus Cecchi de Vena,de Vena,,1388,Novembre-Dicembre,,anziano #1,foriporta
115,1388-10-01,1388-11-01,Sanguignus Puccii,,Setaiolus,1388,Gennaio-Febbraio,,anziano #1,foriporta
116,1388-12-01,1389-01-01,Dionisius Bandini,Bandini,Merciarius,1388-1389,Marzo-Aprile,M. V. D. PETRUS DE GAMBACUR- TIS etc. D. ANGELUS DE MALAVOLTIS DE SENIS MILES P. P. EGREG. ET EXCELL. ANTONIUS DE CINGULO LEG. DOCT. C. P. P.,anziano #1,foriporta
117,1389-02-01,1389-03-01,Gerardus Nerii Alliata,Alliata,,1389,Maggio-Giugno,,anziano #1,foriporta
118,1389-04-01,1389-05-01,Gerardus Centolivre,,,1389,Luglio-Agosto,,anziano #1,foriporta
119,1389-06-01,1389-07-01,Blasius de Cisanello,de Cisanello,Aurifex,1389,Settembre-Ottobre,,anziano #1,foriporta
120,1389-08-01,1389-09-01,Cerius Petroculus,,,1389,Novembre-Dicembre,,anziano #1,foriporta
121,1389-10-01,1389-11-01,Francischus Tinuccii,,,1389,Gennaio-Febbraio,M. V. D. PETRUS GAMBACURTIS etc. ET NOB. ET POT. VIR D. ALBERTUS DE GALLUSSIS DE BONONIA MIL. P. P. ET D. LEG. DOCT. HENRIGUS DE GUIGLIARINIS DE LUCO C. P. P,anziano #1,foriporta
122,1389-12-01,1390-01-01,Marianus Francisci Mezzoconte,Mezoconte,,1389-1390,Marzo-Aprile,,anziano #1,foriporta
123,1390-02-01,1390-03-01,Tomasus Dominici de Pannislineis,,,1390,Maggio-Giugno,,anziano #1,foriporta
124,1390-04-01,1390-05-01,Lucchinus de Perignano,de Perignano,,1390,Luglio-Agosto,,anziano #1,foriporta
125,1390-06-01,1390-07-01,Franciscus Audree Agliate,Alliata,,1390,Settembre-Ottobre,,anziano #1,foriporta
126,1390-08-01,1390-09-01,Iohannes Turellini,,Aurifex,1390,Novembre-Dicembre,,anziano #1,foriporta
127,1390-10-01,1390-11-01,Antonius de Sancto Cassiano,de Sancto Cassiano,,1390,Gennaio-Febbraio,NOB. ET POT. VIR D. BISSANCIONUS COMES DE PAGNANO P. P. ET D. FILIPPUS DE BRANDAGLIIS DE ARETIO C. P. P,anziano #1,foriporta
128,1390-12-01,1391-01-01,Nicolaus Becti Griffi,Griffi,,1390-1391,Marzo-Aprile,,anziano #1,foriporta
129,1391-02-01,1391-03-01,Marcus Lapi de Canneto,de Canneto,,1391,Maggio-Giugno,,anziano #1,foriporta
130,1391-04-01,1391-05-01,Colus Bocchetta,Bocchetta,,1391,Luglio-Agosto,,anziano #1,foriporta
131,1391-06-01,1391-07-01,Silvester Iacobi Bucche,Boccia,,1391,Settembre-Ottobre,,anziano #1,foriporta
132,1391-08-01,1391-09-01,Iohannes Francisci Celli,,,1391,Novembre-Dicembre,,anziano #1,foriporta
133,1391-10-01,1391-11-01,Iacobus Iohannis de Montecalvuli,de Montecalvuli,,1391,Gennaio-Febbraio,SPECTAB. MIL. D. PETRUS DE CAVALCABOBUS MARCHIO P. P. ET D. C. P. P. SUPRAS,anziano #1,foriporta
134,1391-12-01,1392-01-01,Barthalomeus Bindi Alliate,Alliata,,1391-1392,Marzo-Aprile,D. POTEST. SUPRAS. ET EGREG. LEG. DOCT. VANNES ANGELI DE RECANATA C. P. P,anziano #1,foriporta
135,1392-02-01,1392-03-01,Iohannes Francisci Mannellini,,,1392,Maggio-Giugno,,anziano #1,foriporta
136,1392-04-01,1392-05-01,Raynerius Galgani,,,1392,Luglio-Agosto,,anziano #1,foriporta
137,1392-06-01,1392-07-01,Iohannes Ser Iacobi de Sancto Sixto,de Sancto Sisto,,1392,Settembre-Ottobre,,anziano #1,foriporta
138,1392-08-01,1392-09-01,Gerardus Ser Iacobi de Appiano,de Appiano,,1392,Novembre-Dicembre,,anziano #1,foriporta
139,1392-10-01,1392-11-01,Bartholomeus Gaytani de Campo,de Campo,,1392,Gennaio-Febbraio,NOB. ET EGR. VIR D. ARAO DE AURIA DE IANUA P. P. ET D. C. P. P. SUPRASCR. ,anziano #1,foriporta
1,1369-10-01,1369-11-01,Henricus Ser Locti Henrici,,,1369,Gennaio-Febbraio,,anziano #2,foriporta
2,1369-12-01,1370-01-01,Iohannes Puccii Pancaldi,,Coriarius,1369-1370,Marzo-Aprile,"Ranieri Sardo cap. 151 (nell'edizione dell'1845 della cronaca c'è una virgola dopo Giovanni di Puccio, Pancaldo)",anziano #2,foriporta
3,1370-01-01,1370-03-01,Ser Laurentius Salvi,,Notarius,1370,Aprile-Maggio-Giugno,Due Priori per Quartiere,anziano #2,foriporta
4,1370-04-01,1370-05-01,Ser Pierus Bandini,Bandini,Vinarius,1370,Luglio-Agosto,Due Priori per Quartiere /NOB. ET POT. MILES D. RAINERIUS UGOLINUCCII DE BASCHIO HONOR PISANORUM POTESTAS ,anziano #2,foriporta
5,1370-06-01,1370-07-01,Colus Schaficcii,,Pelliparius,1370,Settembre-Ottobre,,anziano #2,foriporta
6,1370-08-01,1370-09-01,Ser Iohannes Borigli,de Sancto Michaele Discalciatorum,Notarius,1370,Novembre-Dicembre,NOB. ET POT. MILES DOMINUS CAROLUS DE MONTANINIS DE SENIS HONOR. Pisanorum Potestas,anziano #2,foriporta
7,1370-10-01,1370-11-01,Banduccius Iuncte Fallere,del Falleria,Vinarius,1370,Gennaio-Febbraio,,anziano #2,foriporta
8,1370-12-01,1371-01-01,Parduccius Pucciarelli,,Vinarius,1370-1371,Marzo-Aprile,SUPRASCRIPT. POT. HABUIT ETIAM HOC TEMPORE OFFICIUM CAP. P. P,anziano #2,foriporta
9,1371-02-01,1371-03-01,Bernardus Chelli,,Calthularius,1371,Maggio-Giugno,,anziano #2,foriporta
10,1371-04-01,1371-05-01,Antonius Iohannes Puccii Manni,,Coriarius,1371,Luglio-Agosto,,anziano #2,foriporta
11,1371-06-01,1371-07-01,Alo Masini,,Mariscalcus,1371,Settembre-Ottobre,NOB. ET SAP. VIR D. MARCUS D. MACTHEI DE NARNIA LEG. DOCT.,anziano #2,foriporta
12,1371-08-01,1371-09-01,Cinus Iuncte del Falleria,del Falleria,Vinarius,1371,Novembre-Dicembre,NOB. ET EGR. MILES D. BALIGINUS DE BALIGANIS DE ESIO HONOR. P. P. ET MARCUS DE NARNIA SUPR. C. P. P.,anziano #2,foriporta
13,1371-10-01,1371-11-01,Puccius Banci,,Faber,1371,Gennaio-Febbraio,SUP. POT. ET MARCUS DE NARNIA LEG. DOCT. C. P. P,anziano #2,foriporta
14,1371-12-01,1372-01-01,Simon Ser Vannis de Perignino,de Perignano,Notarius,1371-1372,Marzo-Aprile,,anziano #2,foriporta
15,1372-02-01,1372-03-01,Pierus Nicoluccii,,Calthularius,1372,Maggio-Giugno,MAGNIF. ET POT. MILES D. PETRUS GAMBACURTA HONORAB. PIS. CIVIS. CAPITANEUS MASNADARUM PISANI COMUNIS ET POPULI PISANI. DEFENSOR ET CAP. P. P. SUPRASCRIPT,anziano #2,foriporta
16,1372-04-01,1372-05-01,Ser Iohannes Ser Lupi de Sancto Michaele,de Sancto Michaele ,Notarius,1372,Luglio-Agosto,M. ET P. MILES D. PETRUS GAMBACURTA ET D. BALIGANUS SUPR. POT. NEC NON D. CAP. P. P. SUPR.,anziano #2,foriporta
17,1372-06-01,1372-07-01,Antonius Salvi,,Coriarius,1372,Settembre-Ottobre,,anziano #2,foriporta
18,1372-08-01,1372-09-01,Iohannes Puccii Pancaldi,Pancaldi,Coriarius,1372,Novembre-Dicembre,M. ET POT. MILES D. PETRUS GAMBACURTA etc. M. ET P. VIR D. BARTHOLOMEUS DE FELICINIS DE ARMANNIS DE PERUSIO PIS. POT. ET SUPR. C. P. P.,anziano #2,foriporta
19,1372-10-01,1372-11-01,Banduccius Iuncte Fallere,del Falleria,Vinarius,1372,Gennaio-Febbraio,SUPR. D. PETRUS GAMBACURTA etc. D. BARTHOLOMEUS etc. P. P. ET D. IACOBUS DE SENIS LEG. DOCT. C. P. P. ,anziano #2,foriporta
20,1372-12-01,1373-01-01,Iacobus Bindi,de Calcesana,Vinarius,1372-1373,Marzo-Aprile,,anziano #2,foriporta
21,1373-02-01,1373-03-01,Ser Vitale olim Ser Buoni,,Pelliparius,1373,Maggio-Giugno,,anziano #2,foriporta
22,1373-04-01,1373-05-01,Ser Francischus Pieri Bellebuoni,,Notarius,1373,Luglio-Agosto,,anziano #2,foriporta
23,1373-06-01,1373-07-01,Ser Laurentius Ser Iacobi Bernardi Salvi,Salvi,Notarius,1373,Settembre-Ottobre,,anziano #2,foriporta
24,1373-08-01,1373-09-01,Pierus Marci,,Vinarius,1373,Novembre-Dicembre,M. ET P. MIL. D. PETRUS GAMBACURTA etc. ET NOB. ET POT. MIL. D. BERNARDINUS DE CHANA P. P. ET D. C. P. P. SUPR. ET SUCCESSOR SUUS EGR. LEG. DOCT. D. VALLERIANUS DE CETONA C. P. P. ,anziano #2,foriporta
25,1373-10-01,1373-11-01,Iohannes Michaelis Canneti,,Tabernarius,1373,Gennaio-Febbraio,,anziano #2,foriporta
26,1373-12-01,1374-01-01,Pierus Bardini,Bandini (?),Vinarius,1373-1374,Marzo-Aprile,,anziano #2,foriporta
27,1374-02-01,1374-03-01,Banduccius Iuncte Fallere,del Falleria,Vinarius,1374,Maggio-Giugno,,anziano #2,foriporta
28,1374-04-01,1374-05-01,Colus Tuccii Schaficcii,Schaficcii,Pelliparius,1374,Luglio-Agosto,,anziano #2,foriporta
29,1374-06-01,1374-07-01,Iohannes Puccini,,Coriarius,1374,Settembre-Ottobre,,anziano #2,foriporta
30,1374-08-01,1374-09-01,Antonius Francisci Puccini,,Coriarius,1374,Novembre-Dicembre,M. ET P. MILES D. PETRUS DE GAMBACURTA etc. NOB. ET POT. VIR D. D. PAULUS ARGENTI COMES DE CAMPELLO DE SPOLETO P. P. ET D. VALLERANUS SUPR. C. P. P. PRO UNO ANNO FINITO DIE XXVI DECEMBRIS ET D. GUILLELMUS DE CASTILIONE ARETINO C. P. P. PRO UNO ANNO INCEPTO DIE SUPRASCRIPTO,anziano #2,foriporta
31,1374-10-01,1374-11-01,Ser Angelus Ser Simonis de Montefosculi,de Montefosculi,Notarius,1374,Gennaio-Febbraio,,anziano #2,foriporta
32,1374-12-01,1375-01-01,Tomasus Manni,,Coriarius,1374-1375,Marzo-Aprile,,anziano #2,foriporta
33,1375-02-01,1375-03-01,Bindus Henrigi,de Oliveto de Porta Calcisana,Vinarius,1375,Maggio-Giugno,,anziano #2,foriporta
34,1375-04-01,1375-05-01,Barthalomeus,,Calthularius,1375,Luglio-Agosto,,anziano #2,foriporta
35,1375-06-01,1375-07-01,Turellinus,,Mariscalcus,1375,Settembre-Ottobre,,anziano #2,foriporta
36,1375-08-01,1375-09-01,Iohannes Nocchi,,Vinarius,1375,Novembre-Dicembre,M. ET P. MIL. D. PETRUS DE GAMBACURTA etc. ET NOB. ET POT. VIR D. IOANNES CORRADUCCII DE MONTE ROCCHO DE ESCULO MILES ET LEG. DOCT. P. P. ET SUPR. C. P. P. ,anziano #2,foriporta
37,1375-10-01,1375-11-01,Angelus Cei,,Pelliparius,1375,Gennaio-Febbraio,M. ET P. MIL. D. PETRUS DE GAMBACURTIS etc. ET HONOR. VIR D. ARCANGELUS D. IACOBI DE INTERANNE C. P. P,anziano #2,foriporta
38,1375-12-01,1376-01-01,Francischus Michaelis Canneti,,,1375-1376,Marzo-Aprile,,anziano #2,foriporta
39,1376-02-01,1376-03-01,Ser Cione de Pontehere,,Notarius,1376,Maggio-Giugno,,anziano #2,foriporta
40,1376-04-01,1376-05-01,Ser Iohannes Ser Lupi de Sancto Michaeli Discalciatorum,de Sancto Michaele Discalciatorum,Notarius,1376,Luglio-Agosto,,anziano #2,foriporta
41,1376-06-01,1376-07-01,,,,1376,Settembre-Ottobre,,anziano #2,foriporta
42,1376-08-01,1376-09-01,Pierus Puccii Pancaldi,Pancaldi,Coriarius,1376,Novembre-Dicembre,,anziano #2,foriporta
43,1376-10-01,1376-11-01,Ser Pupus de Marti,de Marti,Notarius,1376,Gennaio-Febbraio,M. ET P. MILES D. PETRUS DE GAMBACURTA etc. ET EGREG. LEG. DOCT. D. IOHANNES SIMONIS DE NARNIA C. P. P.,anziano #2,foriporta
44,1376-12-01,1377-01-01,Ser Francischus Nicoli de Cisanello,de Cisanello,Notarius,1376-1377,Marzo-Aprile,,anziano #2,foriporta
45,1377-02-01,1377-03-01,Simon Cei,,Tabernarius,1377,Maggio-Giugno,,anziano #2,foriporta
46,1377-04-01,1377-05-01,Puccinus Francisci,,Coriarius,1377,Luglio-Agosto,,anziano #2,foriporta
47,1377-06-01,1377-07-01,Salvi Coli,,Coriarius,1377,Settembre-Ottobre,,anziano #2,foriporta
48,1377-08-01,1377-09-01,Henrigus Bencivennis,,Coriarius,1377,Novembre-Dicembre,,anziano #2,foriporta
49,1377-10-01,1377-11-01,Ser Simon de Perignano,de Perignano,Notarius,1377,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. ET NOB. ET POT. VIR D. BERARDUS DE MELATINO DE ABRUTIO MILES PIS. POTEST. ET D. CAPIT. SUP.,anziano #2,foriporta
50,1377-12-01,1378-01-01,Iulianus Bindi,,Vinarius,1377-1378,Marzo-Aprile,,anziano #2,foriporta
51,1378-02-01,1378-03-01,Parduccius Pucciarelli Bandini,Bandini,Vinarius,1378,Maggio-Giugno,M. V. D. PETRUS DE GAMBACURTIS etc. ET NOB. ET POTENS VIR MICHAEL DE REPRANDIS DE MARROSTICA DE PADUA CAPIT. PIS. POP,anziano #2,foriporta
52,1378-04-01,1378-05-01,Ser Schacchus Coscii de Calci,de Calci,Notarius,1378,Luglio-Agosto,,anziano #2,foriporta
53,1378-06-01,1378-07-01,Franciscus Cini,,Coriarius,1378,Settembre-Ottobre,,anziano #2,foriporta
54,1378-08-01,1378-09-01,Cecchus Iohannis,,Calthularius,1378,Novembre-Dicembre,M. V. D. PETRUS DE GAMBACURTIS etc. ET NOB. ET POTENS VIR FRANCISCUS D. ANDREOCTI MILES DE SPOLETO COMES DE CAMPELLO P. P. ET CAPIT. SUPRAS,anziano #2,foriporta
55,1378-10-01,1378-11-01,Antonius Ser Mei,,Vinarius,1378,Gennaio-Febbraio,,anziano #2,foriporta
56,1378-12-01,1379-01-01,Pierus Bandini,Bandini,Vinarius,1378-1379,Marzo-Aprile,,anziano #2,foriporta
57,1379-02-01,1379-03-01,Ser Franciscus Bellebuonus,,Notarius,1379,Maggio-Giugno,,anziano #2,foriporta
58,1379-04-01,1379-05-01,Parduccius Pucciarelli Bandini,Bandini,,1379,Luglio-Agosto,M. V. D. PETRUS DE GAMBACURTIS etc. SUPR. P. P. ET D. LUDOVICUS DE ARIMINO LEG. DOCT. C. P. P,anziano #2,foriporta
59,1379-06-01,1379-07-01,Iacobus de Montecalvuli,de Montecalvuli,Vinarius,1379,Settembre-Ottobre,,anziano #2,foriporta
60,1379-08-01,1379-09-01,Taddeus Bandini,,Coriarius,1379,Novembre-Dicembre,,anziano #2,foriporta
61,1379-10-01,1379-11-01,Henrigus Turellini,,Maliscalcus,1379,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET POT. VIR D. PETRUS DE SALIMBENIBUS DE SENIS MILES. P. P,anziano #2,foriporta
62,1379-12-01,1380-01-01,Bartholomeus Coli,,Pelliparius,1379-1380,Marzo-Aprile,,anziano #2,foriporta
63,1380-02-01,1380-03-01,Iacobus Bindi,,Vinarius,1380,Maggio-Giugno,,anziano #2,foriporta
64,1380-04-01,1380-05-01,Michael Bacciamei,,Pelliparius,1380,Luglio-Agosto,M. V. D. PETRUS DE GAMBACURTIS etc. D. LUDOVICUS DE ARIMINO C. P. P. SUPR. USQUE AD DIEM SECUNDUM AUG. ET POSTEA EGREG. LEG. DOCT. D. TADDEUS DE MOLCIS DE PARMA C. P. P.,anziano #2,foriporta
65,1380-06-01,1380-07-01,Ser Laurentius Salvi,,Notarius,1380,Settembre-Ottobre,,anziano #2,foriporta
66,1380-08-01,1380-09-01,Bartholomeus Tinghi,,Coriarius,1380,Novembre-Dicembre,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET POT. VIR D. NINALBERTUS DE TUDERTO MIL. P. P. ET D. C. P. P. SUPR.,anziano #2,foriporta
67,1380-10-01,1380-11-01,Bacciameus Puccii,,Tabernarius,1380,Gennaio-Febbraio,,anziano #2,foriporta
68,1380-12-01,1381-01-01,Ser Iohannes Ser Lupi de Sancto Michaele,de Sancto Michaele,Notarius,1380-1381,Marzo-Aprile,,anziano #2,foriporta
69,1381-02-01,1381-03-01,Bartholomeus Amatuccii,,Faber,1381,Maggio-Giugno,,anziano #2,foriporta
70,1381-04-01,1381-05-01,Turellinus,,Mariscalcus,1381,Luglio-Agosto,,anziano #2,foriporta
71,1381-06-01,1381-07-01,Marianus Puccii Banchi,,Faber,1381,Settembre-Ottobre,,anziano #2,foriporta
