numero mandato,data inizio mandato,data fine mandato,nome,nota,altra nota,anno,mesi,note data,ruolo,quartiere
72,1381-08-01,1381-09-01,Franciscus de Montecalvuli.,de Montecalvuli,,1381,Novembre-Dicembre,M. V. D. PETRUS DE GAMBACURTIS etc. D. P. P. SUPRASCRIPT. ET D. IACOBUS DE BROCCARDIS DE YMOLA LEG. DOCT. C. P. P. ,anziano #2,foriporta
73,1381-10-01,1381-11-01,Ser Iohannes de Palaria,de Palaria,Notarius,1381,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. DOM. P. SUPRASCRIPTUS ET D. PETRUS DE SPOLETO MIL. COMES DE CAMPELLO NUNC P. P. PRO UNO ANNO INCEPTO  DIE QUINTADECIMA MENS. IANUAR. ET D. C. P. P. SUPRASCRIPT,anziano #2,foriporta
74,1381-12-01,1382-01-01,Ser Angelus Ser Simonis de Montefosculi,de Montefosculi,Notarius,1381-1382,Marzo-Aprile,,anziano #2,foriporta
75,1382-02-01,1382-03-01,Antonius Ser Iohannis,,Coriarius,1382,Maggio-Giugno,,anziano #2,foriporta
76,1382-04-01,1382-05-01,Laurentius de Montecalvuli,de Montecalvuli,,1382,Luglio-Agosto,,anziano #2,foriporta
77,1382-06-01,1382-07-01,Francischus Bellebuonus,,Notarius,1382,Settembre-Ottobre,,anziano #2,foriporta
78,1382-08-01,1382-09-01,Colus Iohannis,,Calthularius,1382,Novembre-Dicembre,,anziano #2,foriporta
79,1382-10-01,1382-11-01,Parduccius Bandini,,Vinarius,1382,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. ET D. CRISPOLTUS DE VIGNONIBUS DE PERUSIO LEG. DOCT. C. P. P. ,anziano #2,foriporta
80,1382-12-01,1383-01-01,Salvi Coli,,Coriarius,1382-1383,Marzo-Aprile,M. V. D. PETRUS DE GAMBACURTIS etc. ET MAGNIF. VIR D. IACOBUS DE PRESBITERIS DE BONONIA MIL. ET LEG. DOCT. P. P. ET C. SUPRAS,anziano #2,foriporta
81,1383-02-01,1383-03-01,Tomasus Manni,,Coriarius,1383,Maggio-Giugno,,anziano #2,foriporta
82,1383-04-01,1383-05-01,Ser Laurentius Salvi,,Notarius,1383,Luglio-Agosto,,anziano #2,foriporta
83,1383-06-01,1383-07-01,Iacobus Bindi,,Vinarius,1383,Settembre-Ottobre,,anziano #2,foriporta
84,1383-08-01,1383-09-01,Nuovus Buti,,Vinarius,1383,Novembre-Dicembre,,anziano #2,foriporta
85,1383-10-01,1383-11-01,Ser Simon Ser Angeli de Montefosculi,de Montefosculi,Notarius,1383,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. ET EGREGIUS ET SAPIENS VIR D. OPISONUS DE ALIDOSIIS DE YMOLA P. P. ET D. BELLEBUONUS DE VITERBIO LEG. DOCT. ,anziano #2,foriporta
86,1383-12-01,1384-01-01,Francischus Ruffini,,,1383-1384,Marzo-Aprile,,anziano #2,foriporta
87,1384-02-01,1384-03-01,Andreas Francisci,,Calthularius,1384,Maggio-Giugno,,anziano #2,foriporta
88,1384-04-01,1384-05-01,Ser Pierus Parducci,,Notarius,1384,Luglio-Agosto,,anziano #2,foriporta
89,1384-06-01,1384-07-01,Cinus Fallere,del Falleria (?),Vinarius,1384,Settembre-Ottobre,,anziano #2,foriporta
90,1384-08-01,1384-09-01,Michael Vannis de Sancto Pietro,de Sancto Pietro,,1384,Novembre-Dicembre,M. ET P. V. D. PETRUS DE GAMBACURTIS etc. EGREG. LEG. DOCT. D. FULCHINUS DE PLAGENTIA C. P. P,anziano #2,foriporta
91,1384-10-01,1384-11-01,Ser Simon Ser Iohannis not. de Peringnano,de Perignano,Notarius,1384,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET EGR. MIL. D. ORLANDUS DE MALEVOLTIS DE SENIS P. P. ET D. C. P. P. SUPRASCRIPT,anziano #2,foriporta
92,1384-12-01,1385-01-01,Bencivenne,,Coriarius,1384-1385,Marzo-Aprile,,anziano #2,foriporta
93,1385-02-01,1385-03-01,Tomasus Pancaldus,Pancaldi,Coriarius,1385,Maggio-Giugno,,anziano #2,foriporta
94,1385-04-01,1385-05-01,Pierus Iunctini,,Maliscalcus,1385,Luglio-Agosto,,anziano #2,foriporta
95,1385-06-01,1385-07-01,Gerardus Iuncte Del Fallera,del Falleria,,1385,Settembre-Ottobre,,anziano #2,foriporta
96,1385-08-01,1385-09-01,Iohannes Cecchi de Calci,de Calci,,1385,Novembre-Dicembre,,anziano #2,foriporta
97,1385-10-01,1385-11-01,Germanus Ricchi,,Coriarius,1385,Gennaio-Febbraio,PETRUS DE GAMBACURTIS etc. ET NOB. ET SAPIENS VIR D. ROBERTUS MARII DE EXCULO MIL. P. P. ET EGREG. LEG. DOCT. D. MANFREDUS DE GILIBERTIS DE SPOLETO,anziano #2,foriporta
98,1385-12-01,1386-01-01,Parduccius Bandini,Bandini,Vinarius,1385-1386,Marzo-Aprile,,anziano #2,foriporta
99,1386-02-01,1386-03-01,Ser Eustachius Ser Angeli de Montefoschuli,de Montefosculi,Notarius,1386,Maggio-Giugno,,anziano #2,foriporta
100,1386-04-01,1386-05-01,Banduccius Iuncte Fallere,del Falleria,Vinarius,1386,Luglio-Agosto,,anziano #2,foriporta
101,1386-06-01,1386-07-01,Ser Thomasus de Sancto Pietro,de Sancto Pietro,Notarius,1386,Settembre-Ottobre,,anziano #2,foriporta
102,1386-08-01,1386-09-01,Rainerius Petri,,Mariscalcus,1386,Novembre-Dicembre,,anziano #2,foriporta
103,1386-10-01,1386-11-01,Ser Paulus mag. Salerni,,,1386,Gennaio-Febbraio,"M. V. D. PETRUS DE GAMBACURTIS etc. D. THOMASUS DE TROCCHIS DE YMOLA PIS. POTEST. ET D. MANFREDUS DE GILIBERTIS C. P. P. PRO DIEBUS VIGINTI IANUARII INFRASCRIPTI, ET EGREG. LEG. DOCT. D. STEFANUS DE CRESCENTIBUS DE AMELIA PRO RELIQUO TEMPORE. ",anziano #2,foriporta
104,1386-12-01,1387-01-01,Iacobus Bindi,,Vinarius,1386-1387,Marzo-Aprile,,anziano #2,foriporta
105,1387-02-01,1387-03-01,Tomasus Pancaldus,,Coriarius,1387,Maggio-Giugno,,anziano #2,foriporta
106,1387-04-01,1387-05-01,Nuovus Buti,,Vinarius,1387,Luglio-Agosto,,anziano #2,foriporta
107,1387-06-01,1387-07-01,Parduccius Bandini,Bandini,Vinarius,1387,Settembre-Ottobre,,anziano #2,foriporta
108,1387-08-01,1387-09-01,Bectus Landi,,Calsularius,1387,Novembre-Dicembre,,anziano #2,foriporta
109,1387-10-01,1387-11-01,Ser Iohannes Ser Lupi de Sancto Michaele,de Sancto Michaele,Notarius,1387,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET POT. VIR D. TOMASUS DE ANGELELLIS DE BONONIA MIL. ET LEG. DOCT. P. P. ET D. NICOLAUS DE CALVIS DE ROMA,anziano #2,foriporta
110,1387-12-01,1388-01-01,Ser Laurentius Salvi,,Notarius,1387-1388,Marzo-Aprile,,anziano #2,foriporta
111,1388-02-01,1388-03-01,Ser Pierus Fey de Appiano not,de Appiano,Notarius,1388,Maggio-Giugno,,anziano #2,foriporta
112,1388-04-01,1388-05-01,Salvi Coli,,Coriarius,1388,Luglio-Agosto,,anziano #2,foriporta
113,1388-06-01,1388-07-01,Bartholomeus Amatuccii,,Faber,1388,Settembre-Ottobre,,anziano #2,foriporta
114,1388-08-01,1388-09-01,Iulianus Bindi,,,1388,Novembre-Dicembre,,anziano #2,foriporta
115,1388-10-01,1388-11-01,Ser Gerardus Ser Francisci Ciardi,,Notarius,1388,Gennaio-Febbraio,,anziano #2,foriporta
116,1388-12-01,1389-01-01,Iacobus Francisci Ruffini,,Coriarius,1388-1389,Marzo-Aprile,M. V. D. PETRUS DE GAMBACUR- TIS etc. D. ANGELUS DE MALAVOLTIS DE SENIS MILES P. P. EGREG. ET EXCELL. ANTONIUS DE CINGULO LEG. DOCT. C. P. P.,anziano #2,foriporta
117,1389-02-01,1389-03-01,Iustus,,Pelliparius,1389,Maggio-Giugno,,anziano #2,foriporta
118,1389-04-01,1389-05-01,Andreas Francisci Mactugii,,Coriarius,1389,Luglio-Agosto,,anziano #2,foriporta
119,1389-06-01,1389-07-01,Antonius Cecchi Angelelli,,,1389,Settembre-Ottobre,,anziano #2,foriporta
120,1389-08-01,1389-09-01,Gerardus Iuncte Fallere,del Falleria,Vinarius,1389,Novembre-Dicembre,,anziano #2,foriporta
121,1389-10-01,1389-11-01,Iohannes Nocchi,,Vinarius,1389,Gennaio-Febbraio,M. V. D. PETRUS GAMBACURTIS etc. ET NOB. ET POT. VIR D. ALBERTUS DE GALLUSSIS DE BONONIA MIL. P. P. ET D. LEG. DOCT. HENRIGUS DE GUIGLIARINIS DE LUCO C. P. P,anziano #2,foriporta
122,1389-12-01,1390-01-01,Marianus Puccii Banchi,,Faber,1389-1390,Marzo-Aprile,,anziano #2,foriporta
123,1390-02-01,1390-03-01,Iacobus Bindi,,Vinarius,1390,Maggio-Giugno,,anziano #2,foriporta
124,1390-04-01,1390-05-01,Iustus Martini,,Pelliparius,1390,Luglio-Agosto,,anziano #2,foriporta
125,1390-06-01,1390-07-01,Ser Iohannes Ser Lupi de Sancto Michaele,de Sancto Michaele,Notarius,1390,Settembre-Ottobre,,anziano #2,foriporta
126,1390-08-01,1390-09-01,Ser Paulus de Crespina,de Crespina,Notarius,1390,Novembre-Dicembre,,anziano #2,foriporta
127,1390-10-01,1390-11-01,Iohannes Francisci Puccini,,,1390,Gennaio-Febbraio,NOB. ET POT. VIR D. BISSANCIONUS COMES DE PAGNANO P. P. ET D. FILIPPUS DE BRANDAGLIIS DE ARETIO C. P. P,anziano #2,foriporta
128,1390-12-01,1391-01-01,Parduccius Bandini,Bandini,Vinarius,1390-1391,Marzo-Aprile,,anziano #2,foriporta
129,1391-02-01,1391-03-01,Ser Franciscus Bellebuono,,Notarius,1391,Maggio-Giugno,,anziano #2,foriporta
130,1391-04-01,1391-05-01,Guido Iohannis,,Coriarius,1391,Luglio-Agosto,,anziano #2,foriporta
131,1391-06-01,1391-07-01,Ser Mannus Tonis de Ceuli,de Ceuli,Notarius,1391,Settembre-Ottobre,,anziano #2,foriporta
132,1391-08-01,1391-09-01,Michael Garbini,,Pelliparius,1391,Novembre-Dicembre,,anziano #2,foriporta
133,1391-10-01,1391-11-01,Salvi Coli,,Coriarius,1391,Gennaio-Febbraio,SPECTAB. MIL. D. PETRUS DE CAVALCABOBUS MARCHIO P. P. ET D. C. P. P. SUPRAS,anziano #2,foriporta
134,1391-12-01,1392-01-01,Iohannes Ser Lupi de Sancto Michaele,de Sancto Michaele,Notarius,1391-1392,Marzo-Aprile,D. POTEST. SUPRAS. ET EGREG. LEG. DOCT. VANNES ANGELI DE RECANATA C. P. P,anziano #2,foriporta
135,1392-02-01,1392-03-01,Antonius Francisci,,Coriarius,1392,Maggio-Giugno,,anziano #2,foriporta
136,1392-04-01,1392-05-01,Pucceptus,,Pelliparius,1392,Luglio-Agosto,,anziano #2,foriporta
137,1392-06-01,1392-07-01,Cinus Iuncte Del Fallera,del Falleria,Vinarius,1392,Settembre-Ottobre,,anziano #2,foriporta
138,1392-08-01,1392-09-01,Pierus Andree,,Pelliparius,1392,Novembre-Dicembre,,anziano #2,foriporta
139,1392-10-01,1392-11-01,Simon Cei,,Tabernarius,1392,Gennaio-Febbraio,NOB. ET EGR. VIR D. ARAO DE AURIA DE IANUA P. P. ET D. C. P. P. SUPRASCR. ,anziano #2,foriporta
1,1369-10-01,1369-11-01,Pierus Uguiccionis Rau,Rau,,1369,Gennaio-Febbraio,,priore,kinzica
2,1369-12-01,1370-01-01,Bartholomeus Vannis de Tripallo,de Tripallo,,1369-1370,Marzo-Aprile,"Ranieri Sardo cap. 151 (nell'edizione dell'1845 della cronaca c'è una virgola dopo Giovanni di Puccio, Pancaldo)",priore,kinzica
3,1370-01-01,1370-03-01,Ser Pierus Murcius,Murcius,,1370,Aprile-Maggio-Giugno,Due Priori per Quartiere,priore,kinzica
4,1370-04-01,1370-05-01,Dominus Guido Sardus,Sardus,,1370,Luglio-Agosto,Due Priori per Quartiere /NOB. ET POT. MILES D. RAINERIUS UGOLINUCCII DE BASCHIO HONOR PISANORUM POTESTAS ,priore,kinzica
5,1370-06-01,1370-07-01,Gerardus Ser Andree Gambacurta,Gambacurta,,1370,Settembre-Ottobre,,priore,kinzica
6,1370-08-01,1370-09-01,Nicolaus Pannocchia,,,1370,Novembre-Dicembre,NOB. ET POT. MILES DOMINUS CAROLUS DE MONTANINIS DE SENIS HONOR. Pisanorum Potestas,priore,kinzica
7,1370-10-01,1370-11-01,Pierus Tozi,Tozus,,1370,Gennaio-Febbraio,,priore,kinzica
8,1370-12-01,1371-01-01,Nerius de Sancto Pietro,de Sancto Pietro,,1370-1371,Marzo-Aprile,SUPRASCRIPT. POT. HABUIT ETIAM HOC TEMPORE OFFICIUM CAP. P. P,priore,kinzica
9,1371-02-01,1371-03-01,Guelfus Stefani,,,1371,Maggio-Giugno,,priore,kinzica
10,1371-04-01,1371-05-01,Loctus de Sancto Cassiano,de Sancto Cassiano,,1371,Luglio-Agosto,,priore,kinzica
11,1371-06-01,1371-07-01,Michael de Ceuli,de Ceuli,,1371,Settembre-Ottobre,NOB. ET SAP. VIR D. MARCUS D. MACTHEI DE NARNIA LEG. DOCT.,priore,kinzica
12,1371-08-01,1371-09-01,Andreas Iohannis Bonconte,Bonconte,,1371,Novembre-Dicembre,NOB. ET EGR. MILES D. BALIGINUS DE BALIGANIS DE ESIO HONOR. P. P. ET MARCUS DE NARNIA SUPR. C. P. P.,priore,kinzica
13,1371-10-01,1371-11-01,Ser Benedictus Gambacurta,Gambacurta,,1371,Gennaio-Febbraio,SUP. POT. ET MARCUS DE NARNIA LEG. DOCT. C. P. P,priore,kinzica
14,1371-12-01,1372-01-01,Ser Niccholaus Gambacurta,Gambacurta,,1371-1372,Marzo-Aprile,,priore,kinzica
15,1372-02-01,1372-03-01,magister Iohannes Gictalebraccia,Gettalebraccia,Medicus,1372,Maggio-Giugno,MAGNIF. ET POT. MILES D. PETRUS GAMBACURTA HONORAB. PIS. CIVIS. CAPITANEUS MASNADARUM PISANI COMUNIS ET POPULI PISANI. DEFENSOR ET CAP. P. P. SUPRASCRIPT,priore,kinzica
16,1372-04-01,1372-05-01,Ser Pierus Murcius,Murcius,,1372,Luglio-Agosto,M. ET P. MILES D. PETRUS GAMBACURTA ET D. BALIGANUS SUPR. POT. NEC NON D. CAP. P. P. SUPR.,priore,kinzica
17,1372-06-01,1372-07-01,Corsus Ser Guidonis Rodulfi,,,1372,Settembre-Ottobre,,priore,kinzica
18,1372-08-01,1372-09-01,Ser Pierus de Colle,de Colle,,1372,Novembre-Dicembre,M. ET POT. MILES D. PETRUS GAMBACURTA etc. M. ET P. VIR D. BARTHOLOMEUS DE FELICINIS DE ARMANNIS DE PERUSIO PIS. POT. ET SUPR. C. P. P.,priore,kinzica
19,1372-10-01,1372-11-01,Coscius Gambacurta,Gambacurta,,1372,Gennaio-Febbraio,SUPR. D. PETRUS GAMBACURTA etc. D. BARTHOLOMEUS etc. P. P. ET D. IACOBUS DE SENIS LEG. DOCT. C. P. P. ,priore,kinzica
20,1372-12-01,1373-01-01,Bartalus Cinquinus,Cinquinus,,1372-1373,Marzo-Aprile,,priore,kinzica
21,1373-02-01,1373-03-01,Nicolaus Ser Pieri Salmuli,Salmuli,,1373,Maggio-Giugno,,priore,kinzica
22,1373-04-01,1373-05-01,Ser Francischus de Sancto Cassiano,de Sancto Cassiano,,1373,Luglio-Agosto,,priore,kinzica
23,1373-06-01,1373-07-01,Laurentius Bindachi,Bindachi,,1373,Settembre-Ottobre,,priore,kinzica
24,1373-08-01,1373-09-01,Iohannes Manninghi Ubaldi,,,1373,Novembre-Dicembre,M. ET P. MIL. D. PETRUS GAMBACURTA etc. ET NOB. ET POT. MIL. D. BERNARDINUS DE CHANA P. P. ET D. C. P. P. SUPR. ET SUCCESSOR SUUS EGR. LEG. DOCT. D. VALLERIANUS DE CETONA C. P. P. ,priore,kinzica
25,1373-10-01,1373-11-01,Andreas Iannis Bonconte,Bonconte,,1373,Gennaio-Febbraio,,priore,kinzica
26,1373-12-01,1374-01-01,Ser Pierus Del Grillo,del Grillo,,1373-1374,Marzo-Aprile,,priore,kinzica
27,1374-02-01,1374-03-01,Perfectus Fracassus,Fracassus,,1374,Maggio-Giugno,,priore,kinzica
28,1374-04-01,1374-05-01,Ser Pierus Tozus,Tozus,,1374,Luglio-Agosto,,priore,kinzica
29,1374-06-01,1374-07-01,Ser Pierus Benvenuti,Benvenuti,,1374,Settembre-Ottobre,,priore,kinzica
30,1374-08-01,1374-09-01,Ser Gerardus Bartholomei Gambacurta,Gambacurta,,1374,Novembre-Dicembre,M. ET P. MILES D. PETRUS DE GAMBACURTA etc. NOB. ET POT. VIR D. D. PAULUS ARGENTI COMES DE CAMPELLO DE SPOLETO P. P. ET D. VALLERANUS SUPR. C. P. P. PRO UNO ANNO FINITO DIE XXVI DECEMBRIS ET D. GUILLELMUS DE CASTILIONE ARETINO C. P. P. PRO UNO ANNO INCEPTO DIE SUPRASCRIPTO,priore,kinzica
31,1374-10-01,1374-11-01,Laurentius Bindacchi,Bindachi,,1374,Gennaio-Febbraio,,priore,kinzica
32,1374-12-01,1375-01-01,Andreas Bonconte,Bonconte,,1374-1375,Marzo-Aprile,,priore,kinzica
33,1375-02-01,1375-03-01,Pierus Murcius,Murcius,,1375,Maggio-Giugno,,priore,kinzica
34,1375-04-01,1375-05-01,Andreas f. Magnif. Milit. D. Pieri Gambacurtis.,Gambacurta,,1375,Luglio-Agosto,,priore,kinzica
35,1375-06-01,1375-07-01,Iohannes Ser Stefani,,,1375,Settembre-Ottobre,,priore,kinzica
36,1375-08-01,1375-09-01,Pierus Ser Cellini de Colle,de Colle,,1375,Novembre-Dicembre,M. ET P. MIL. D. PETRUS DE GAMBACURTA etc. ET NOB. ET POT. VIR D. IOANNES CORRADUCCII DE MONTE ROCCHO DE ESCULO MILES ET LEG. DOCT. P. P. ET SUPR. C. P. P. ,priore,kinzica
37,1375-10-01,1375-11-01,Corsus Ser Guidonis Rodulfi,,,1375,Gennaio-Febbraio,M. ET P. MIL. D. PETRUS DE GAMBACURTIS etc. ET HONOR. VIR D. ARCANGELUS D. IACOBI DE INTERANNE C. P. P,priore,kinzica
38,1375-12-01,1376-01-01,Mag. Iohannes Gittalebraccia,Gettalebraccia,Magister,1375-1376,Marzo-Aprile,,priore,kinzica
39,1376-02-01,1376-03-01,Ser Nerius de Sancto Pietro,de Sancto Pietro,,1376,Maggio-Giugno,,priore,kinzica
40,1376-04-01,1376-05-01,Simon Ser Lapi de Sancto Cassiano,de Sancto Cassiano,,1376,Luglio-Agosto,,priore,kinzica
41,1376-06-01,1376-07-01,Ser Simon Ser Pieri de Sancto Cassiano,de Sancto Cassiano,,1376,Settembre-Ottobre,,priore,kinzica
42,1376-08-01,1376-09-01,Vicus Bernardi Stefani,,,1376,Novembre-Dicembre,,priore,kinzica
43,1376-10-01,1376-11-01,Pierus Del Grillo,del Grillo,,1376,Gennaio-Febbraio,M. ET P. MILES D. PETRUS DE GAMBACURTA etc. ET EGREG. LEG. DOCT. D. IOHANNES SIMONIS DE NARNIA C. P. P.,priore,kinzica
44,1376-12-01,1377-01-01,Andreas D. Petri de Gambacurtis,Gambacurta,,1376-1377,Marzo-Aprile,,priore,kinzica
45,1377-02-01,1377-03-01,Pierus Ser Cellini de Colle,de Colle,,1377,Maggio-Giugno,,priore,kinzica
46,1377-04-01,1377-05-01,Gerardus Bartholomei de Gambacurtis,Gambacurta,,1377,Luglio-Agosto,,priore,kinzica
47,1377-06-01,1377-07-01,Nerius de Sancto Pietro,de Sancto Pietro,,1377,Settembre-Ottobre,,priore,kinzica
48,1377-08-01,1377-09-01,Corsus Rodulfi,,,1377,Novembre-Dicembre,,priore,kinzica
49,1377-10-01,1377-11-01,Pierus Ser Angeli Tozi,Tozus,,1377,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. ET NOB. ET POT. VIR D. BERARDUS DE MELATINO DE ABRUTIO MILES PIS. POTEST. ET D. CAPIT. SUP.,priore,kinzica
50,1377-12-01,1378-01-01,Ranerius Sardus,Sardus,,1377-1378,Marzo-Aprile,,priore,kinzica
51,1378-02-01,1378-03-01,Iacobus Murcius,Murcius,,1378,Maggio-Giugno,M. V. D. PETRUS DE GAMBACURTIS etc. ET NOB. ET POTENS VIR MICHAEL DE REPRANDIS DE MARROSTICA DE PADUA CAPIT. PIS. POP,priore,kinzica
52,1378-04-01,1378-05-01,Simon Ser Lapi de Sancto Cassiano,de Sancto Cassiano,,1378,Luglio-Agosto,,priore,kinzica
53,1378-06-01,1378-07-01,Perfectus Fracassus,Fracassus,,1378,Settembre-Ottobre,,priore,kinzica
54,1378-08-01,1378-09-01,Nicola Pannocchia q. Ser Cini,,,1378,Novembre-Dicembre,M. V. D. PETRUS DE GAMBACURTIS etc. ET NOB. ET POTENS VIR FRANCISCUS D. ANDREOCTI MILES DE SPOLETO COMES DE CAMPELLO P. P. ET CAPIT. SUPRAS,priore,kinzica
55,1378-10-01,1378-11-01,Michael Voglie,del Voglia,,1378,Gennaio-Febbraio,,priore,kinzica
56,1378-12-01,1379-01-01,Guido Sardus,Sardus,,1378-1379,Marzo-Aprile,,priore,kinzica
57,1379-02-01,1379-03-01,Laurentius Ciampulini,Ciampolini,,1379,Maggio-Giugno,,priore,kinzica
58,1379-04-01,1379-05-01,Francischus de Sancto Cassiano,de Sancto Cassiano,,1379,Luglio-Agosto,M. V. D. PETRUS DE GAMBACURTIS etc. SUPR. P. P. ET D. LUDOVICUS DE ARIMINO LEG. DOCT. C. P. P,priore,kinzica
59,1379-06-01,1379-07-01,Pierus q. Verii Del Grillo,del Grillo,,1379,Settembre-Ottobre,,priore,kinzica
60,1379-08-01,1379-09-01,Pierus Murcius,Murcius,,1379,Novembre-Dicembre,,priore,kinzica
61,1379-10-01,1379-11-01,Cellinus Bonaccursi de Colle,de Colle,,1379,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET POT. VIR D. PETRUS DE SALIMBENIBUS DE SENIS MILES. P. P,priore,kinzica
62,1379-12-01,1380-01-01,Vicus Stefani,,,1379-1380,Marzo-Aprile,,priore,kinzica
63,1380-02-01,1380-03-01,Pierus Tozi,Tozus,,1380,Maggio-Giugno,,priore,kinzica
64,1380-04-01,1380-05-01,Iacobus Murcius,Murcius,,1380,Luglio-Agosto,M. V. D. PETRUS DE GAMBACURTIS etc. D. LUDOVICUS DE ARIMINO C. P. P. SUPR. USQUE AD DIEM SECUNDUM AUG. ET POSTEA EGREG. LEG. DOCT. D. TADDEUS DE MOLCIS DE PARMA C. P. P.,priore,kinzica
65,1380-06-01,1380-07-01,Perfectus Fracassus,Fracassus,,1380,Settembre-Ottobre,,priore,kinzica
66,1380-08-01,1380-09-01,Andreas de Gambacurtis,Gambacurta,,1380,Novembre-Dicembre,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET POT. VIR D. NINALBERTUS DE TUDERTO MIL. P. P. ET D. C. P. P. SUPR.,priore,kinzica
67,1380-10-01,1380-11-01,Loctus de Sancto Cassiano,de Sancto Cassiano,,1380,Gennaio-Febbraio,,priore,kinzica
68,1380-12-01,1381-01-01,Gerardus Barthalomei de Gambacurtis,Gambacurta,,1380-1381,Marzo-Aprile,,priore,kinzica
69,1381-02-01,1381-03-01,Pierus Del Grillo,del Grillo,,1381,Maggio-Giugno,,priore,kinzica
70,1381-04-01,1381-05-01,Pierus Murcius,Murcius,,1381,Luglio-Agosto,,priore,kinzica
71,1381-06-01,1381-07-01,Pierus de Colle,de Colle,,1381,Settembre-Ottobre,,priore,kinzica
72,1381-08-01,1381-09-01,Laurentius Ughi,,,1381,Novembre-Dicembre,M. V. D. PETRUS DE GAMBACURTIS etc. D. P. P. SUPRASCRIPT. ET D. IACOBUS DE BROCCARDIS DE YMOLA LEG. DOCT. C. P. P. ,priore,kinzica
73,1381-10-01,1381-11-01,Nicolaus Salmuli,Samuli,,1381,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. DOM. P. SUPRASCRIPTUS ET D. PETRUS DE SPOLETO MIL. COMES DE CAMPELLO NUNC P. P. PRO UNO ANNO INCEPTO  DIE QUINTADECIMA MENS. IANUAR. ET D. C. P. P. SUPRASCRIPT,priore,kinzica
74,1381-12-01,1382-01-01,Simon Sardi,Sardus,,1381-1382,Marzo-Aprile,,priore,kinzica
75,1382-02-01,1382-03-01,Perfectus Fracassus,Fracassus,,1382,Maggio-Giugno,,priore,kinzica
76,1382-04-01,1382-05-01,Vicus Stefani,,,1382,Luglio-Agosto,,priore,kinzica
77,1382-06-01,1382-07-01,Guiglielmus de Seta,de Seta,,1382,Settembre-Ottobre,,priore,kinzica
78,1382-08-01,1382-09-01,Iacobus Murcius,Murcius,,1382,Novembre-Dicembre,,priore,kinzica
79,1382-10-01,1382-11-01,D. Guiglielmus Ranerii Sardi,Sardus,Legum Doctor,1382,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. ET D. CRISPOLTUS DE VIGNONIBUS DE PERUSIO LEG. DOCT. C. P. P. ,priore,kinzica
80,1382-12-01,1383-01-01,Benenatus Cecchi Cinquini,Cinquinus,,1382-1383,Marzo-Aprile,M. V. D. PETRUS DE GAMBACURTIS etc. ET MAGNIF. VIR D. IACOBUS DE PRESBITERIS DE BONONIA MIL. ET LEG. DOCT. P. P. ET C. SUPRAS,priore,kinzica
81,1383-02-01,1383-03-01,Duccius Tosus,Tozus,,1383,Maggio-Giugno,,priore,kinzica
82,1383-04-01,1383-05-01,Mag. Iohannes Gittalebraccia,Gettalebraccia,,1383,Luglio-Agosto,,priore,kinzica
83,1383-06-01,1383-07-01,Laurentius Ciampulinus,Ciampolini,,1383,Settembre-Ottobre,,priore,kinzica
84,1383-08-01,1383-09-01,Ciolus Murcius,Murcius,,1383,Novembre-Dicembre,,priore,kinzica
85,1383-10-01,1383-11-01,Ser Loctus de Sancto Kassiano,de Sancto Cassiano,,1383,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. ET EGREGIUS ET SAPIENS VIR D. OPISONUS DE ALIDOSIIS DE YMOLA P. P. ET D. BELLEBUONUS DE VITERBIO LEG. DOCT. ,priore,kinzica
86,1383-12-01,1384-01-01,Vicus Stefani,,,1383-1384,Marzo-Aprile,,priore,kinzica
87,1384-02-01,1384-03-01,Laurentius de Vaccha,de Vaccha,,1384,Maggio-Giugno,,priore,kinzica
88,1384-04-01,1384-05-01,Gerardus Nicolay Boncontis,Bonconte,,1384,Luglio-Agosto,,priore,kinzica
89,1384-06-01,1384-07-01,Nicolaus Ser Pieri Salmuli,Samuli,,1384,Settembre-Ottobre,,priore,kinzica
90,1384-08-01,1384-09-01,Pierus Ser Cellini de Colle,de Colle,,1384,Novembre-Dicembre,M. ET P. V. D. PETRUS DE GAMBACURTIS etc. EGREG. LEG. DOCT. D. FULCHINUS DE PLAGENTIA C. P. P,priore,kinzica
91,1384-10-01,1384-11-01,Pierus Del Grillo,del Grillo,,1384,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET EGR. MIL. D. ORLANDUS DE MALEVOLTIS DE SENIS P. P. ET D. C. P. P. SUPRASCRIPT,priore,kinzica
92,1384-12-01,1385-01-01,Francischus Ser Andree Gittalebraccia,Gettalebraccia,,1384-1385,Marzo-Aprile,,priore,kinzica
